1.1735,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,0.26387,-1.6351,0.99623,-1.5466,0.6304,0.85273,-1.2202,-0.76937,0.92228,-0.23058,-0.35535,0.21016,0.19017,1.266,0.21579,4.4716,0.3945,-0.79133,-1.4826,-0.10146,-0.089342,0.53781,0.10636,0.79038,-0.29194,-0.10559,0.11159,0
-0.88764,-0.18514,0.31218,-0.25842,-0.141,-0.87756,0.69821,-0.14727,0.26387,0.64292,0.24833,-1.0868,-0.90366,-1.3579,-1.2202,1.3485,-0.57264,-1.5397,1.8987,0.46097,-0.98293,0.26611,1.7241,-0.80549,-0.93571,0.71932,0.11063,-0.51621,-0.089342,0.71055,1.5027,-0.55331,0.295,0.13662,0.11159,1
-0.88764,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,0.26387,-1.6351,-1.2475,0.75266,1.244,0.85273,-1.2202,1.3485,0.36168,0.12645,0.39977,-0.040646,-0.27907,0.26611,0.21579,1.7741,-0.21014,-0.28294,-0.28238,-0.51621,-0.089342,0.19232,-0.45217,0.23051,0.295,1.0027,0.11159,0
-0.88764,-0.18514,-1.8773,3.6331,-0.141,-0.87756,0.69821,-0.14727,-1.5618,-0.4961,-1.2475,0.75266,1.244,0.85273,0.61456,-0.76937,-0.19891,-1.3016,0.39977,0.14746,-0.39638,0.26611,-0.16129,-0.80549,-1.6613,-3.8199,-3.8725,-0.51621,-0.089342,0.19232,0.10636,-3.6886,0.295,0.12236,0.11159,0
-0.88764,-0.18514,0.31218,-0.25842,-0.141,1.1373,0.69821,-0.14727,0.26387,0.64292,-1.2475,0.2928,-0.90366,0.85273,0.61456,-0.76937,-0.7595,-0.70661,-0.35535,-0.79307,1.8325,-0.23386,-0.16129,-0.80549,0.031715,1.0244,-0.33548,-0.51621,-0.089342,-0.49867,0.10636,-0.32936,0.295,-0.10559,0.11159,0
1.1735,-0.18514,0.31218,-0.25842,-0.141,1.1373,0.69821,-0.14727,0.26387,0.64292,-0.49957,-0.62692,1.5508,-1.3579,-1.2202,1.3485,0.92228,-0.46859,-0.35535,0.14746,-0.51369,-2.7337,-2.0466,-0.80549,-0.452,0.71932,0.11063,-0.51621,-0.089342,0.19232,0.10636,0.79038,-0.68323,0.37882,0.11159,1
1.1735,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,0.26387,0.64292,0.99623,1.2125,-0.90366,0.85273,-1.2202,1.3485,0.36168,-1.1826,-0.35535,0.77448,-0.74831,0.26611,-0.53836,1.2729,-1.1776,-0.15221,-0.11243,1.1428,-0.089342,0.19232,0.10636,1.9101,0.295,-0.34043,0.11159,0
1.1735,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,0.26387,0.64292,0.24833,-1.0868,-0.90366,-0.25258,0.61456,-0.76937,0.17482,0.8405,-0.72728,1.088,-0.74831,0.26611,-2.0466,-0.33379,-0.76641,0.087458,0.69482,-0.51621,-0.089342,1.056,0.10636,0.11854,0.295,-0.10559,0.11159,1
-0.88764,-0.18514,0.31218,-0.25842,-0.141,-0.87756,0.69821,-0.14727,0.26387,0.64292,0.24833,-1.0868,0.6304,-1.3579,0.61456,1.3485,-0.57264,-1.1826,0.027846,0.8748,-0.044449,0.26611,1.7241,0.31479,-0.71804,0.12377,0.16374,-0.51621,-0.089342,1.056,0.10636,0.23051,0.295,0.4137,0.11159,1
1.1735,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,-5.2133,0.64292,-1.2475,0.75266,1.244,0.85273,-1.2202,-0.76937,0.17482,-0.23058,-0.72728,0.46097,-0.74831,-1.2338,0.8191,1.4056,-0.33107,-0.18853,-0.15492,-0.51621,-0.089342,0.19232,-2.1278,0.56643,-1.0745,-0.34586,0.11159,0
1.1735,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,0.26387,0.64292,0.99623,-1.5466,-0.90366,0.85273,-1.2202,0.28955,0.54855,-1.0636,1.1549,0.14746,-0.631,-0.23386,-0.53836,-0.27483,0.031715,0.55227,-0.027455,-0.51621,-0.089342,0.19232,-0.1729,0.11854,0.295,0.37882,0.11159,1
-0.88764,-0.18514,0.31218,-0.25842,-0.141,1.1373,0.69821,-0.14727,0.26387,0.64292,-1.2475,0.75266,1.244,0.85273,0.61456,0.28955,-0.7595,0.60248,1.1549,-0.14724,0.07286,-1.4838,0.064956,-0.024241,1.1056,0.00030498,0.59923,-0.51621,-0.089342,-1.0169,-1.29,-0.32936,0.295,0.39432,0.11159,1
1.1735,-0.18514,0.31218,-0.25842,-0.141,-0.87756,-1.1445,-0.14727,0.26387,-1.6351,0.24833,-1.0868,-0.90366,-1.3579,0.61456,1.3485,-0.19891,1.6736,-0.72728,-0.16605,0.19017,-0.23386,1.7241,0.72752,-0.35525,-0.39188,0.63109,-0.10146,-0.089342,1.056,1.5027,-0.10541,0.295,0.137,0.11159,0
-0.88764,-0.18514,0.31218,-0.25842,-0.141,1.1373,0.69821,-0.14727,0.26387,0.64292,-1.2475,0.2928,-0.90366,0.85273,0.61456,-0.76937,0.54855,1.3165,1.5268,0.084758,2.3017,0.26611,-0.16129,0.757,-0.089213,-0.32652,0.51425,-0.51621,-0.089342,0.71055,0.94415,0.006561,0.295,0.66947,0.11159,1
-0.88764,-0.18514,0.31218,-0.25842,-0.141,1.1373,0.69821,-0.14727,0.26387,0.64292,0.99623,1.6724,-0.90366,0.85273,0.61456,0.28955,0.17482,-1.1826,-0.72728,0.52367,-0.51369,1.266,0.21579,-0.80549,0.031715,0.71932,0.11063,-0.10146,-0.089342,0.19232,0.66489,-0.32936,0.295,0.39432,0.11159,1
-0.88764,-0.18514,0.31218,-0.25842,-0.141,-0.87756,0.69821,-0.14727,0.26387,0.64292,-1.2475,0.2928,-0.90366,-1.3579,-1.2202,-0.76937,-0.57264,-0.82562,0.39977,0.46097,0.19017,1.266,0.36661,0.22635,-0.93571,0.39976,-0.16554,-0.51621,-0.089342,1.056,0.10636,-0.55331,0.295,0.13623,0.11159,1
-0.88764,-0.18514,0.31218,-0.25842,-0.141,1.1373,0.69821,-0.14727,0.26387,0.64292,0.99623,1.6724,1.244,0.85273,0.61456,-0.76937,-0.57264,-1.4207,-0.72728,0.58637,0.65941,1.266,0.21579,-0.80549,0.75728,0.71932,0.11063,1.1428,-0.089342,-0.67142,-0.1729,-0.32936,0.295,-0.56156,0.11159,1
