1.1315,1.2519,-0.50318,-0.5207,-0.69936,-0.3178,0.4491,1.0465,1.5635,0.12782,-0.95663,-0.70457,-0.42807,1.214,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,-1.5754,-0.14991,-0.49975,0.76597,1
-0.4588,-0.48952,-0.50318,-0.87465,-0.69936,1.3374,0.4491,0.14043,0.61131,0.12782,0.4606,-0.70457,2.3337,-0.82291,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,1
1.1315,-0.7383,-0.50318,-0.41451,1.8322,1.3374,-0.96317,1.0465,1.5635,1.4465,0.4606,-0.70457,-0.42807,1.214,-0.19592,1.8084,-0.33869,0.32005,-0.20666,-0.4667,-1.5754,-0.14991,-0.49975,-1.3042,0
1.1315,0.0080439,-0.50318,-0.27293,1.8322,1.3374,0.4491,1.0465,-1.2931,0.919,0.4606,-0.70457,-0.42807,1.214,-0.19592,-0.55243,2.9496,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,0
1.1315,1.2519,-0.50318,1.7092,-0.69936,-0.3178,-0.96317,-0.76559,-0.34088,-0.48754,-2.3739,-0.70457,-0.42807,-0.82291,-0.19592,-0.55243,2.9496,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,0
1.1315,0.25683,-0.50318,-0.20214,-0.69936,-1.1454,-0.96317,-1.6716,1.5635,-0.57545,0.4606,-0.70457,-0.42807,1.214,-0.19592,-0.55243,2.9496,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,0
1.1315,-0.24074,-0.50318,-0.4499,-0.69936,-0.3178,0.4491,1.0465,1.5635,1.0069,-2.3739,1.0266,-0.42807,-0.82291,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,-1.5754,-0.14991,-0.49975,0.76597,0
-1.2539,-0.7383,-1.4264,-0.91004,-0.69936,-1.1454,0.4491,-0.76559,0.61131,0.919,-2.3739,1.0266,-0.42807,1.214,-0.19592,1.8084,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,1
-0.4588,-0.24074,-0.50318,-0.4853,1.1993,-0.3178,0.4491,-0.76559,-0.34088,-0.047998,0.4606,-0.70457,-0.42807,1.214,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,1.999,-1.3042,0
0.33635,1.2519,-0.50318,0.2226,-0.69936,-0.3178,0.4491,-0.76559,-1.2931,-1.1029,0.4606,-0.70457,-0.42807,1.214,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,0
1.1315,-0.7383,-0.50318,-0.41451,-0.066455,0.5098,0.4491,-1.6716,1.5635,-0.047998,0.4606,-0.70457,-0.42807,-0.82291,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,0
1.1315,1.0032,1.3433,1.426,-0.69936,0.5098,0.4491,-0.76559,0.61131,-0.047998,0.4606,1.0266,-0.42807,1.214,-0.19592,-0.55243,2.9496,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,0
1.1315,-0.7383,1.3433,-0.83925,1.8322,1.3374,0.4491,1.0465,-1.2931,2.5893,0.4606,4.4888,-0.42807,-0.82291,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,0
-0.4588,0.25683,0.42008,-0.4499,1.8322,-0.3178,-0.96317,1.0465,0.61131,0.56736,0.4606,1.0266,-0.42807,1.214,-0.19592,1.8084,-0.33869,0.32005,-0.20666,2.1406,-1.5754,-0.14991,-0.49975,0.76597,0
1.1315,-1.2359,-0.50318,-0.98083,-0.69936,-0.3178,-0.96317,-1.6716,-1.2931,-0.57545,0.4606,-0.70457,-0.42807,-0.82291,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,0
-1.2539,-0.24074,-0.50318,-0.37911,-0.066455,0.5098,0.4491,0.14043,0.61131,-0.48754,0.4606,-0.70457,2.3337,1.214,-0.19592,1.8084,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,0
-0.4588,-0.98708,-0.50318,-0.73306,-0.69936,0.5098,-0.96317,1.0465,-0.34088,2.7651,0.4606,1.0266,-0.42807,1.214,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,0
1.1315,-0.7383,1.3433,-0.73306,0.56645,-0.3178,0.4491,1.0465,-1.2931,0.74318,0.4606,-0.70457,-0.42807,1.214,-0.19592,1.8084,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,0.76597,0
1.1315,-0.98708,1.3433,-0.30833,-0.69936,-1.973,0.4491,0.14043,0.61131,-0.39963,0.4606,-0.70457,-0.42807,-0.82291,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,0
-1.2539,-0.82122,1.3433,0.2226,-0.69936,-0.3178,0.4491,-0.76559,-1.2931,0.39154,0.4606,1.0266,2.3337,-0.82291,-0.19592,1.8084,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,1.999,-1.3042,0
1.1315,1.2519,0.42008,0.43497,-0.69936,-0.3178,0.4491,-0.76559,0.61131,-0.83917,0.4606,1.0266,-0.42807,1.214,-0.19592,-0.55243,-0.33869,0.32005,-0.20666,-0.4667,0.63413,-0.14991,-0.49975,-1.3042,1
