1.2641,1.4634,1.0521,0.84947,0.69452,0.69119,0.45386,0.69593,0.39912,0.32408,0.75411,0.94408,1.1534,1.3989,1.4209,1.4156,1.1848,0.86874,1.2142,1.0893,0.87435,0.99116,1.7793,1.2902,0.86646,1.2687,0.47197,0.50238,0.52263,0.53534,0.54611,0.53493,0.51107,0.40219,0.28968,0.27157,0.28488,0.31985,0.30709,0.32114,0.32721,0.29279,0.24064,0.20138,0.21338,0.25897,0.29439,0.34732,0.37679,0.40079,0.23021,0.35993,-0.2475,0.88803,0.45639,1.3783,0.31172,0.457,-0.28304,0.25934,0.1911,0.25329,0.0072497,-0.91263,-0.22476,0.05209,0.24459,0.22198,0.32351,0.2209,-0.71729,-0.28203,0
-0.95465,-0.77569,-0.053137,-0.68975,0.20593,0.028765,-0.20658,0.30279,0.47168,0.52929,0.62482,0.6973,0.78913,0.6235,0.16856,-0.34445,-0.21375,-0.74552,-1.0366,-0.53395,0.19087,0.29644,0.0061105,0.29757,0.16211,0.02946,-0.054899,-0.09797,-0.064176,-0.12411,-0.10064,-0.098094,-0.12006,-0.03312,0.093366,0.21775,0.26374,0.2886,0.30709,0.34186,0.35829,0.36609,0.36808,0.35315,0.30243,0.27045,0.31781,0.25228,0.22215,0.25731,0.27245,0.16196,0.7057,-1.236,-1.7393,-1.3647,0.32025,0.6585,0.80728,-0.74877,-1.3255,0.29074,0.78377,-0.71393,-0.12919,-0.57953,0.28214,-0.066409,-0.92146,0.21831,-0.42896,-0.28203,0
-0.18955,-0.46685,-0.44785,-0.77076,0.04306,-0.054037,-0.45425,-0.090348,-1.0521,-1.1808,-0.6035,-0.04301,0.36414,0.6235,0.7053,1.1121,1.0576,1.1378,1.0032,-0.017457,-0.41666,-0.70705,-0.61065,-0.61871,0.57298,-0.05906,1.2263,1.1988,1.1813,1.1588,1.2168,1.2038,1.2006,1.2282,1.2603,1.2834,1.2679,1.247,1.2103,1.2017,1.1663,1.1201,1.0477,1.0578,1.1038,1.1312,1.1489,1.1433,1.1738,1.1541,1.096,1.21,1.4206,0.34802,-0.47465,-0.81304,0.27077,0.75925,1.2071,-1.1111,-0.28939,0.28993,0.85229,-0.4755,-1.5101,-0.60082,0.29049,1.2868,0.85234,0.18206,0.29185,-0.28203,1
-0.87814,-0.93011,-0.84257,-0.77076,-0.44554,-0.46805,0.20619,-0.32623,0.036309,0.8029,1.3359,1.7461,1.5784,1.3989,1.0035,1.1121,1.1212,0.5997,0.51084,0.86795,0.79841,-0.089519,0.2374,0.14485,1.0426,0.56058,-1.0248,-1.0465,-1.0462,-1.0114,-0.98693,-0.99389,-0.91481,-0.9149,-0.75733,-0.62182,-0.4762,-0.41981,-0.42999,-0.4144,-0.38762,-0.46119,-0.47085,-0.44906,-0.42104,-0.40664,-0.32602,-0.2348,-0.11092,-0.041613,-0.49832,-0.62991,-0.57745,-1.704,0.41497,-1.1892,0.084825,0.10438,-0.86455,1.2553,-1.0936,0.13606,-0.26682,-0.4755,1.6477,-0.39076,0.182,-1.7474,-1.9718,0.20018,2.166,-0.28203,0
-0.34257,-0.8529,-1.0005,-0.85177,-0.68983,-0.21964,-0.70192,-0.090348,0.83448,0.59769,0.04298,-0.1047,-0.91084,-0.39054,-0.069985,0.56591,0.29481,1.2723,1.3549,1.0893,0.64652,-0.47548,0.083206,-0.31328,0.45559,0.02946,0.35222,0.22622,0.17534,0.15166,0.10297,0.18856,0.27732,0.44684,0.56234,0.59448,0.59143,0.60113,0.55624,0.63194,0.67944,0.62788,0.70789,0.63501,0.54729,0.51145,0.48169,0.45424,0.38868,0.38884,0.5892,0.46474,0.064125,-0.083982,0.44767,-1.0695,0.22642,-0.19787,0.080398,0.49128,-2.2714,0.20933,-0.81495,-0.2768,0.5093,-2.4403,0.19869,0.25648,0.6577,0.20018,0.0035245,-0.28203,0
-1.1077,-1.0845,-1.0794,-1.0948,-1.097,-1.1305,-1.1972,-1.427,-1.6326,-1.728,-1.7025,-1.647,2.4284,1.9954,1.7788,1.7797,1.4391,0.73422,-1.5993,-1.4931,-1.4039,-1.3246,-1.2274,-1.1532,1.7469,3.0391,-0.50992,-0.50621,-0.45937,-0.3759,-0.24436,-0.14587,-0.14344,-0.18938,-0.21201,-0.1805,-0.16965,0.0073203,0.026793,0.09323,0.099289,0.083349,0.060115,0.060453,0.079821,0.098308,0.13051,0.085957,-0.1466,-0.28075,-0.0020734,-0.12917,-0.11918,-0.69599,1.7494,-0.055589,0.12918,-0.42455,-0.35573,0.31088,-0.050816,0.15398,-0.084106,-0.15758,0.38853,-0.5114,0.18617,-0.40656,-0.39997,0.19759,-2.8797,-0.28203,0
-0.80163,-0.46685,0.34158,0.44441,-0.28267,-0.38525,0.20619,0.38142,-0.036252,0.59769,0.68946,0.32715,-0.30371,-0.80809,-0.42781,-1.3762,-1.1673,-0.54374,1.1439,1.0155,0.87435,0.6052,0.39159,0.52663,0.10341,0.02946,0.30433,0.33429,0.40287,0.43942,0.46227,0.47521,0.476,0.41335,0.36602,0.45455,0.50687,0.54904,0.58739,0.65266,0.72088,0.7326,0.77161,0.81929,0.59182,0.51145,0.43486,0.3592,0.36489,0.35296,0.64199,0.51132,0.13745,0.60002,0.72895,0.9954,-0.046533,0.78443,-0.86455,1.372,0.72164,0.096175,-0.26682,0.39877,2.4773,1.3508,0.17783,-0.034367,0.6173,0.15617,-1.4381,-0.28203,0
-0.26606,-0.23522,-0.053137,-0.3657,-0.20124,-0.71646,-0.53681,-0.95526,-1.0521,-0.83877,-0.28026,0.32715,0.30342,-0.3309,-0.78563,-1.7403,-0.27732,-0.611,-0.54423,-0.7553,-1.252,-0.55267,-0.76485,-0.61871,-0.30746,-0.6787,-0.19859,-0.19403,-0.148,-0.11212,-0.052734,-0.062263,-0.14344,-0.1559,-0.17929,-0.040576,0.1369,0.069827,0.068318,0.06215,-0.045749,-0.00042532,-0.046079,-0.091316,-0.053742,-0.02793,-0.045079,-0.020963,0.031825,0.054042,-0.065424,-0.059296,-1.1457,0.16802,0.8794,1.2822,0.15306,-0.22306,-0.71917,0.36546,-0.40952,0.15072,-1.089,-0.63445,0.48619,0.20112,0.16114,-0.91924,-0.03272,0.20795,-2.1589,-0.28203,0
-0.49559,-0.15801,0.025806,0.28239,0.28736,0.27717,0.3713,0.93182,0.90704,0.59769,0.68946,0.6973,0.6677,0.68315,0.58603,0.6266,0.61266,0.19613,-0.19254,0.13011,-0.41666,-0.62986,-0.91904,-0.84777,0.10341,0.29502,0.22051,0.29826,0.30707,0.25957,0.29459,0.34383,0.31238,0.12315,0.1479,0.15317,0.16861,0.21568,0.2448,0.29007,0.33757,0.36609,0.38931,0.39651,0.35808,0.28193,0.25927,0.181,0.031825,0.018171,0.27245,0.24348,0.4674,0.74403,1.4114,-0.62747,-0.061887,0.86,-0.61014,0.3882,-0.32777,0.096989,0.5097,-1.0716,0.23941,0.71778,0.19034,0.19979,0.45939,0.14322,0.29185,-0.28203,0
-1.1077,-1.0845,-1.0794,-1.0948,-1.097,-1.1305,-1.1972,-1.427,-1.6326,-1.728,-1.7025,-1.647,-1.6394,-1.6432,-1.6802,-1.7403,-1.803,-1.7544,-1.5993,-1.4931,-1.4039,-1.3246,-1.2274,-1.1532,-2.1857,-1.8295,-1.396,-1.3707,-1.3216,-1.2752,-1.2384,-1.185,-1.1603,-1.2832,-1.4444,-1.5905,-1.6495,-1.6595,-1.655,-1.6265,-1.5583,-1.4769,-1.4054,-1.3055,-1.2781,-1.3133,-1.3444,-1.4466,-1.4432,-1.4645,-1.4697,-1.48,-1.274,1.32,1.5662,0.79127,0.1343,-1.8854,2.0066,2.1073,1.1554,0.098617,-0.97482,-0.67419,2.6516,1.4261,0.11106,0.71987,0.2978,0.22348,-1.5823,0.45449,0
