-1.00692,-1.00692,0.0479484,0
-1.00692,1.10281,0.0479484,1
-1.00692,2.15768,-1.00692,2
2.15768,0.0479484,0.0479484,2
-1.00692,1.10281,2.15768,2
-1.00692,1.10281,0.0479484,1
-1.00692,1.10281,0.0479484,1
2.15768,0.0479484,2.15768,2
0.0479484,-1.00692,-1.00692,0
0.0479484,-1.00692,-1.00692,0
0.0479484,-1.00692,-1.00692,0
0.0479484,1.10281,2.15768,2
-1.00692,0.0479484,-1.00692,0
-1.00692,0.0479484,0.0479484,1
2.15768,-1.00692,2.15768,2
-1.00692,1.10281,1.10281,0
0.0479484,-1.00692,0.0479484,1
0.0479484,-1.00692,-1.00692,0
1.10281,0.0479484,-1.00692,0
-1.00692,1.10281,0.0479484,0
0.0479484,0.0479484,-1.00692,1
0.0479484,-1.00692,1.10281,0
-1.00692,0.0479484,-1.00692,0
0.0479484,-1.00692,1.10281,0
1.10281,0.0479484,-1.00692,0
0.0479484,0.0479484,-1.00692,1
0.0479484,-1.00692,1.10281,1
-1.00692,0.0479484,0.0479484,1
-1.00692,1.10281,0.0479484,0
0.0479484,-1.00692,-1.00692,0
2.15768,-1.00692,-1.00692,2
0.0479484,-1.00692,1.10281,0
0.0479484,-1.00692,1.10281,1
-1.00692,-1.00692,0.0479484,0
2.15768,1.10281,-1.00692,2
-1.00692,0.0479484,0.0479484,1
-1.00692,0.0479484,0.0479484,1
0.0479484,0.0479484,-1.00692,1
0.0479484,-1.00692,0.0479484,1
2.15768,1.10281,0.0479484,2
0.0479484,0.0479484,-1.00692,1
0.0479484,-1.00692,0.0479484,1
0.0479484,-1.00692,1.10281,1
0.0479484,-1.00692,-1.00692,0
-1.00692,0.0479484,-1.00692,0
0.0479484,-1.00692,1.10281,1
-1.00692,-1.00692,0.0479484,0
-1.00692,-1.00692,0.0479484,0
0.0479484,0.0479484,1.10281,1
1.10281,-1.00692,-1.00692,0
1.10281,1.10281,-1.00692,0
0.0479484,-1.00692,0.0479484,1
0.0479484,-1.00692,0.0479484,1
-1.00692,0.0479484,-1.00692,0
-1.00692,-1.00692,0.0479484,0
-1.00692,1.10281,0.0479484,0
0.0479484,0.0479484,-1.00692,1
-1.00692,0.0479484,-1.00692,0
0.0479484,-1.00692,1.10281,0
-1.00692,0.0479484,0.0479484,1
0.0479484,2.15768,0.0479484,2
0.0479484,-1.00692,0.0479484,1
-1.00692,0.0479484,2.15768,2
1.10281,0.0479484,-1.00692,0
2.15768,2.15768,0.0479484,2
1.10281,0.0479484,-1.00692,0
-1.00692,0.0479484,0.0479484,1
-1.00692,0.0479484,0.0479484,1
1.10281,0.0479484,2.15768,2
-1.00692,0.0479484,0.0479484,1
-1.00692,2.15768,0.0479484,2
-1.00692,1.10281,0.0479484,1
-1.00692,1.10281,0.0479484,1
-1.00692,1.10281,0.0479484,0
0.0479484,2.15768,2.15768,2
2.15768,0.0479484,-1.00692,2
-1.00692,0.0479484,-1.00692,0
2.15768,-1.00692,0.0479484,2
0.0479484,-1.00692,-1.00692,0
-1.00692,0.0479484,-1.00692,0
0.0479484,2.15768,1.10281,2
-1.00692,0.0479484,0.0479484,1
-1.00692,1.10281,0.0479484,0
0.0479484,-1.00692,1.10281,0
2.15768,2.15768,-1.00692,2
1.10281,1.10281,0.0479484,1
0.0479484,-1.00692,1.10281,1
1.10281,0.0479484,-1.00692,1
-1.00692,-1.00692,1.10281,0
0.0479484,-1.00692,0.0479484,1
0.0479484,0.0479484,-1.00692,1
1.10281,0.0479484,1.10281,1
1.10281,0.0479484,-1.00692,1
0.0479484,-1.00692,0.0479484,1
-1.00692,-1.00692,0.0479484,0
0.0479484,0.0479484,-1.00692,1
0.0479484,-1.00692,-1.00692,0
-1.00692,0.0479484,-1.00692,0
-1.00692,2.15768,2.15768,2
1.10281,0.0479484,-1.00692,1
1.10281,0.0479484,-1.00692,1
-1.00692,1.10281,-1.00692,0
0.0479484,-1.00692,0.0479484,1
-1.00692,-1.00692,0.0479484,0
0.0479484,2.15768,-1.00692,2
0.0479484,0.0479484,-1.00692,1
1.10281,0.0479484,-1.00692,1
0.0479484,-1.00692,2.15768,2
2.15768,0.0479484,1.10281,2
0.0479484,-1.00692,-1.00692,0
0.0479484,-1.00692,-1.00692,0
0.0479484,1.10281,0.0479484,1
1.10281,0.0479484,-1.00692,0
-1.00692,0.0479484,-1.00692,0
-1.00692,-1.00692,0.0479484,0
1.10281,-1.00692,2.15768,2
1.10281,2.15768,-1.00692,2
0.0479484,1.10281,1.10281,1
1.10281,0.0479484,0.0479484,1
1.10281,2.15768,0.0479484,2
0.0479484,0.0479484,-1.00692,1
-1.00692,-1.00692,2.15768,2
-1.00692,0.0479484,0.0479484,1
0.0479484,0.0479484,2.15768,2
1.10281,-1.00692,1.10281,0
-1.00692,-1.00692,0.0479484,0
2.15768,-1.00692,1.10281,2
-1.00692,2.15768,1.10281,2
-1.00692,0.0479484,-1.00692,0
0.0479484,-1.00692,0.0479484,1
0.0479484,0.0479484,-1.00692,1
-1.00692,-1.00692,0.0479484,0
