0.36941,-0.69023,-0.57595,-0.33887,0.6995,0.4853,-0.71101,-0.6159,-0.23583,0.57926,0.56533,-0.70894,-0.54792,-0.18655,0.53082,0.97708,-0.98548,-0.52721,-1.186,0.60126,-0.3446,-0.55828,0.7437,-0.57109,-0.31462,-0.61078,-0.17692,-0.04096,-0.44253,-0.28655,-0.5111,-0.23093,0.24811,-0.4699,-0.27248,-0.84432,-0.853,-0.67843,-0.63532,-0.75503,-0.86708,1
1.3468,-1.6595,-1.066,2.5018,1.1039,1.4581,-1.675,-1.0875,2.3838,1.1626,1.464,-1.6465,-1.0493,1.5868,1.2115,1.3814,-1.5973,-1.0013,0.65629,1.2394,-0.87475,-1.0214,0.60257,-0.65139,-1.5872,-0.22185,-1.133,0.62645,-0.7657,-1.9903,-0.1151,-1.0451,0.66742,-0.68254,-1.7059,-0.84294,-1.3984,-1.3675,-1.3569,-1.3542,-1.3643,1
-0.68127,1.0046,1.0022,-0.58407,-1.2808,-0.68327,0.97568,1.0032,-0.64372,-1.2454,-0.6591,0.89869,0.62176,-0.63594,-1.1284,-0.6341,0.86111,0.34177,-0.53769,-0.97059,-1.4787,0.43338,1.1283,-0.02125,0.88879,-1.6093,0.12353,1.1607,-0.17403,0.71818,-1.3248,0.38257,1.1249,-0.04077,0.87484,1.1396,1.4088,1.4383,1.332,1.2348,1.171,1
1.3161,-1.5483,-1.0905,2.3162,1.338,1.302,-1.5321,-1.1032,2.5739,1.2878,1.2536,-1.5215,-1.0562,1.9823,1.1976,1.2797,-1.5551,-1.011,1.138,1.2692,-0.36713,-1.0143,0.61033,-0.6541,-1.4578,0.28025,-1.106,0.62996,-0.76592,-1.6488,0.36986,-1.0447,0.67577,-0.68707,-1.6077,-1.0939,-1.4466,-1.4134,-1.3559,-1.3371,-1.335,0
-0.35208,0.33694,-0.044828,-0.56608,0.21025,-0.36983,0.35853,-0.031885,-0.5511,0.23293,-0.38622,0.38502,0.011904,-0.43641,0.17895,-0.42064,0.45054,0.14243,-0.38102,-0.0091854,1.4003,0.02111,-0.63714,0.20817,0.22011,1.1286,0.58229,-1.1507,0.56826,0.65192,1.0727,0.20039,-0.5944,0.20275,0.45605,-0.25169,-0.16561,-0.1526,-0.15922,-0.16586,-0.1721,0
-0.59407,0.82153,0.86411,-0.62074,-0.75295,-0.59816,0.81261,0.93363,-0.64798,-0.738,-0.58872,0.79469,1.0601,-0.6515,-0.74925,-0.57234,0.75245,0.89452,-0.62151,-0.70748,1.1703,0.47486,-0.78731,0.29494,0.61255,1.1538,0.71656,-1.4927,0.73593,0.77133,1.1104,0.57533,-0.98445,0.48058,0.68152,0.64136,0.83456,0.89163,0.94893,0.94728,0.97812,0
-0.46709,0.30619,-0.33479,-0.48661,-0.15792,-0.47321,0.33212,-0.30814,-0.45606,-0.17758,-0.48884,0.38587,-0.21648,-0.35867,-0.27121,-0.51839,0.43883,-0.091815,-0.35462,-0.46313,1.159,-0.23754,0.27784,-0.37223,0.30778,0.80517,0.13696,0.2948,-0.11104,0.53477,0.95324,-0.15838,0.28171,-0.33028,0.38485,0.19468,0.10092,-0.015433,-0.070785,-0.075463,-0.057492,1
-0.66764,0.95757,1.0083,-0.57944,-1.1757,-0.66899,0.92871,0.99416,-0.64314,-1.1231,-0.64527,0.87557,0.56553,-0.62608,-0.99057,-0.62971,0.86028,0.30008,-0.5198,-0.91465,-0.32637,0.3518,0.56573,-0.053184,0.86227,-0.63633,0.11608,0.6237,-0.16388,0.73874,-0.1949,0.26337,0.46011,-0.1045,0.79786,1.0627,1.2355,1.2477,1.2079,1.1559,1.1193,1
-0.008206,-0.6445,-0.8402,0.12419,0.57083,0.0401,-0.68221,-0.84984,0.24169,0.57799,0.066467,-0.71323,-0.85237,0.43849,0.66368,0.018331,-0.65457,-0.81669,0.5952,0.61907,-0.0086258,-0.62624,0.66304,-0.60485,-0.39881,0.64399,-0.83819,0.72169,-0.72452,-0.64691,0.50252,-0.83057,0.67258,-0.65586,-0.59238,-0.45206,-0.75266,-0.86167,-0.86879,-0.86045,-0.84822,0
-0.51823,0.75892,0.43676,-0.61913,-0.29359,-0.52331,0.75697,0.45484,-0.62308,-0.26376,-0.51636,0.75619,0.43422,-0.52536,-0.26803,-0.52481,0.78561,0.43726,-0.42291,-0.31423,-0.35842,0.46477,0.23289,-0.074054,0.8868,-0.85755,0.87975,0.55326,0.32497,0.94204,-0.60476,0.58457,0.25237,-0.0009394,0.91466,0.12297,0.45974,0.54308,0.52435,0.49871,0.49302,0
0.052005,-0.82965,-0.92698,0.73588,0.4043,0.047497,-0.8289,-0.93709,0.75261,0.36483,0.025997,-0.85084,-0.93194,0.6242,0.3464,0.016302,-0.87998,-0.91725,0.68205,0.38928,-2.0806,-0.86513,0.65751,-0.64272,-0.8337,-1.6257,-1.0092,0.67384,-0.75811,-1.0588,-2.3993,-0.9268,0.71178,-0.6771,-0.95054,-0.16752,-0.65244,-0.84733,-0.89282,-0.90956,-0.93342,0
-0.36223,0.58363,0.79374,-0.63129,-0.12173,-0.35622,0.56241,0.80842,-0.64753,-0.06114,-0.36306,0.55508,0.78748,-0.58417,-0.091495,-0.37689,0.5611,0.76274,-0.52514,-0.18822,1.218,0.53843,-0.9039,0.38167,0.55808,1.2416,0.90325,-1.7062,0.81514,0.61398,1.0951,0.6328,-0.93435,0.40209,0.61059,-0.066967,0.25871,0.38509,0.45679,0.47815,0.47686,0
-0.41887,0.42289,0.20785,-0.58758,0.085578,-0.41154,0.41231,0.23097,-0.58576,0.14541,-0.42851,0.43717,0.27866,-0.50237,0.099401,-0.47268,0.50773,0.49499,-0.52343,-0.15332,1.3343,0.18475,-0.31001,0.0045579,0.51244,1.3403,0.67421,-0.89344,0.40195,0.62613,1.2077,0.27447,-0.35009,0.059161,0.5807,-0.14384,-0.064758,0.0071565,0.059241,0.08256,0.10057,1
-0.095673,-0.52868,-0.75726,0.12177,0.37844,-0.074164,-0.54672,-0.76932,0.1538,0.41147,-0.071515,-0.5603,-0.78197,0.14552,0.49324,-0.11838,-0.50736,-0.72262,-0.14418,0.39781,-0.88577,-0.67469,0.597,-0.60133,-0.41987,-0.85491,-0.85924,0.61662,-0.72797,-0.56022,-0.58564,-0.79369,0.65476,-0.64316,-0.52473,-0.21305,-0.52931,-0.67688,-0.69806,-0.69362,-0.66977,0
-0.69052,1.1577,1.1843,-0.64492,-1.0873,-0.69647,1.149,1.1888,-0.67186,-1.0778,-0.67668,1.1225,1.1608,-0.63716,-1.0685,-0.65379,1.0873,0.92732,-0.55642,-0.97722,0.25265,0.92351,-0.5874,0.48335,1.0772,0.087957,0.83492,-0.63819,0.48063,1.034,0.17707,0.88744,-0.6123,0.44698,1.0346,0.96638,1.2158,1.2797,1.2636,1.2387,1.2477,0
0.40311,-0.85221,-0.88994,-0.27505,1.6779,0.37149,-0.81885,-0.90483,-0.13528,1.666,0.3303,-0.77069,-0.8206,0.16492,1.6105,0.23433,-0.6839,-0.70938,0.36608,1.5005,1.4898,-0.76397,0.39744,-0.53586,-0.64988,1.6784,-0.17094,-0.22662,-0.21441,-0.16467,1.4697,-0.48223,0.083119,-0.37939,-0.45728,-1.7211,-1.5638,-1.3583,-1.2709,-1.2438,-1.2322,1
-0.68441,1.2339,1.4396,-0.68539,-1.0072,-0.68684,1.2184,1.4688,-0.7061,-0.96252,-0.67669,1.2274,1.5429,-0.6347,-0.99432,-0.6677,1.2411,1.7426,-0.59627,-1.1191,0.16405,1.2552,-0.76629,0.85544,1.1994,-0.25035,1.71,-0.88386,1.3061,1.2332,-0.088327,1.5241,-0.79254,0.94651,1.2495,0.87657,1.1,1.1943,1.256,1.2837,1.2702,1
-0.61805,0.87039,0.73074,-0.61963,-0.66708,-0.62291,0.86928,0.74266,-0.63684,-0.63821,-0.61911,0.88025,0.74149,-0.58632,-0.68991,-0.61535,0.89916,0.84312,-0.59414,-0.81539,1.0466,0.47373,-0.58962,0.31265,0.75601,0.73174,0.75495,-1.0777,0.70893,0.89083,0.71822,0.55719,-0.66812,0.40443,0.82341,0.59518,0.70174,0.70214,0.68502,0.6954,0.71393,0
1.5982,-1.5036,-1.0117,1.1292,1.4925,1.5725,-1.4741,-1.0209,1.2711,1.4194,1.4837,-1.4238,-0.93755,0.32837,1.2756,1.51,-1.4199,-0.8717,-1.0391,1.4123,1.5488,-0.9446,0.45482,-0.61013,-1.4885,-0.42735,-1.0299,0.57621,-0.73865,-1.4598,0.45814,-0.91292,0.53072,-0.63498,-1.407,-1.4826,-1.5436,-1.3981,-1.3269,-1.3011,-1.2929,1
0.45234,-1.1745,-0.94531,1.4278,0.41227,0.57164,-1.262,-0.96996,0.76277,0.35602,0.75961,-1.4278,-0.99455,-1.0042,0.50209,1.1804,-1.6622,-1.0129,-0.40329,0.96595,-0.40041,-0.9918,0.6282,-0.65152,-1.2917,0.13888,-1.0854,0.63958,-0.76278,-1.4545,0.28344,-0.993,0.69621,-0.68103,-1.2727,-0.25219,-0.7093,-0.92942,-0.95238,-0.96447,-1.0261,1
-0.57141,0.89102,0.69963,-0.60721,-0.50935,-0.58181,0.89224,0.6903,-0.62579,-0.48841,-0.57101,0.88736,0.68939,-0.59136,-0.51156,-0.5691,0.90276,0.68179,-0.58044,-0.57108,-0.025318,0.61252,0.28355,0.077132,1.0014,-0.99268,0.52645,0.58007,0.11869,0.90703,-0.45968,0.60472,0.29452,0.1101,0.96197,0.40702,0.61361,0.69535,0.70356,0.67443,0.65238,1
-0.60934,0.5067,-0.31183,-0.49919,-0.50221,-0.62911,0.56059,-0.25924,-0.4742,-0.59707,-0.63319,0.64511,-0.072665,-0.41885,-0.77164,-0.62357,0.67643,0.18563,-0.55848,-0.9184,-0.14232,-0.22931,0.24619,-0.39215,0.36379,-0.20446,0.22126,-0.080731,-0.12957,0.72251,-0.27503,-0.11418,0.24209,-0.36751,0.45264,0.57874,0.43215,0.25316,0.17788,0.15852,0.17745,1
-0.66838,0.92753,0.41322,-0.60432,-0.80698,-0.6796,0.94886,0.42867,-0.61013,-0.82517,-0.6723,1.0052,0.63451,-0.57326,-0.95063,-0.65833,1.0235,0.87012,-0.63427,-1.0964,0.35347,0.48159,-0.21004,0.091425,0.8711,-0.29552,0.64048,0.0095053,0.21441,1.004,-0.1552,0.60342,-0.13777,0.15807,0.96991,0.78974,0.81091,0.76276,0.73021,0.71158,0.70383,1
-0.52566,0.24497,-0.15235,-0.29278,-0.62029,-0.51862,0.20558,-0.16899,-0.40051,-0.59265,-0.49576,0.12659,-0.38197,-0.46468,-0.48436,-0.47179,0.072165,-0.51736,-0.32736,-0.33201,-0.025517,-0.46888,0.60881,-0.52854,0.10886,0.23478,-0.61677,0.73495,-0.63055,-0.078611,0.27509,-0.52421,0.69582,-0.561,0.038551,0.59356,0.5774,0.36424,0.23409,0.17965,0.12458,0
-0.72372,1.4213,1.6471,-0.6911,-1.234,-0.7292,1.4212,1.6451,-0.71364,-1.2371,-0.70904,1.4263,1.8068,-0.6538,-1.2485,-0.68749,1.4061,1.7484,-0.58616,-1.204,-0.24146,1.8758,-0.73944,1.3414,1.4641,-0.80369,1.5383,-0.023209,1.1501,1.3307,-0.36179,1.7476,-0.64421,1.2233,1.394,1.0801,1.4005,1.5747,1.6492,1.6768,1.6889,1
-0.318,0.11822,-0.030765,-0.43239,-0.33369,-0.31196,0.12366,-0.06151,-0.45039,-0.342,-0.33426,0.11685,-0.20255,-0.44127,-0.34089,-0.35234,0.065748,-0.31976,-0.46623,-0.3207,0.72923,-0.29706,0.32139,-0.38803,0.17654,0.99932,-0.22005,-0.26337,-0.22327,0.12022,0.9177,-0.24446,0.079151,-0.29981,0.10265,0.3132,0.2382,0.13149,0.080311,0.047906,-0.0030885,1
-0.65734,0.83854,0.30692,-0.608,-0.60479,-0.67153,0.88455,0.32271,-0.60784,-0.67036,-0.66598,0.95814,0.46838,-0.53521,-0.79871,-0.65564,1.0019,0.64348,-0.52594,-0.9216,0.15202,0.42519,-0.01968,0.14906,0.87854,-0.2146,0.77527,0.1286,0.28243,1.0254,-0.11559,0.61859,-0.0069565,0.18945,0.99159,0.62422,0.60367,0.55752,0.54722,0.53997,0.56796,1
-0.4698,0.31152,-0.14272,-0.46875,-0.3353,-0.47909,0.32579,-0.080921,-0.47121,-0.36454,-0.49989,0.34589,0.0053373,-0.49645,-0.43845,-0.50911,0.3384,-0.059271,-0.49015,-0.49462,1.492,-0.29429,0.14544,-0.41254,0.15841,1.4546,-0.0032084,-0.21561,-0.23239,0.40698,1.318,-0.17584,0.076273,-0.35628,0.24108,0.36144,0.32574,0.27272,0.21714,0.21368,0.23798,0
-0.20006,-0.24917,-0.36018,-0.13947,-0.16576,-0.17602,-0.29277,-0.4028,-0.28102,-0.13174,-0.17836,-0.36628,-0.6097,-0.3388,0.0049475,-0.17255,-0.41051,-0.69466,-0.21884,0.12735,1.212,-0.60483,0.27603,-0.46922,-0.3097,1.8142,-0.76077,0.29546,-0.59341,-0.51564,1.5619,-0.64493,0.32965,-0.48617,-0.43913,0.20673,0.035453,-0.13594,-0.20319,-0.22448,-0.24909,0
-0.56543,0.57264,0.3992,-0.53055,-0.77101,-0.56704,0.55565,0.45016,-0.57251,-0.77655,-0.5646,0.52309,0.40363,-0.63263,-0.80155,-0.54619,0.47483,0.13764,-0.55582,-0.71953,1.3242,0.035733,-0.1631,-0.16194,0.42959,1.3529,0.048506,-0.41348,-0.15326,0.41535,1.2465,0.1002,-0.1973,-0.15451,0.44482,0.77672,0.73757,0.66443,0.63788,0.64758,0.66922,1
7.3308,-2.4933,-1.1111,0.55467,3.1133,7.0421,-2.4801,-1.1208,0.96722,3.1773,7.1184,-2.4653,-1.0457,1.5888,3.2027,7.3067,-2.4741,-0.96172,1.8991,3.2664,2.1204,-1.0412,0.49301,-0.63372,-2.4631,3.2352,-0.78006,-0.04023,-0.50169,-2.3933,2.3393,-0.95566,0.49446,-0.63377,-2.3712,-3.8665,-2.2286,-1.7935,-1.6725,-1.6374,-1.6228,1
-0.67519,0.97902,0.78651,-0.59519,-0.95141,-0.6825,0.97164,0.81826,-0.62909,-0.95169,-0.66701,0.94044,0.7009,-0.61664,-0.96937,-0.65029,0.92123,0.51863,-0.55991,-0.9636,0.198,0.32493,0.12351,-0.16519,0.78866,-0.28016,0.43999,0.29879,-0.078302,0.87566,-0.10061,0.44515,0.2654,-0.11467,0.89369,0.84923,1.0145,1.0223,0.95487,0.88607,0.84293,1
-0.68492,1.0257,0.62396,-0.62483,-0.93099,-0.69274,1.033,0.62705,-0.63478,-0.93857,-0.68042,1.0654,0.79724,-0.58959,-1.0102,-0.66339,1.0661,0.9526,-0.60736,-1.0779,0.35245,0.59799,-0.25738,0.19848,0.94304,-0.1146,0.82027,-0.14972,0.3683,1.0647,0.027157,0.76187,-0.25598,0.24158,1.0194,0.88001,0.96487,0.93994,0.89945,0.88379,0.90909,1
0.72723,-0.84757,-0.70442,-0.1911,0.7319,0.80232,-0.82985,-0.71187,-0.10813,0.61538,0.83169,-0.79001,-0.57916,-0.14932,0.66076,0.97093,-0.84953,-0.47744,-0.62845,0.70261,0.91912,-0.60334,0.54921,-0.51348,-0.50502,1.0964,-0.49854,-0.053564,-0.37991,-0.64665,0.95022,-0.5254,0.24008,-0.42184,-0.56173,-0.6261,-0.84941,-0.74477,-0.75054,-0.79667,-0.85649,1
-0.2416,0.10925,-0.038161,-0.41902,-0.12063,-0.24001,0.096753,-0.0080562,-0.46128,-0.096483,-0.23555,0.057752,-0.093714,-0.53866,-0.10312,-0.20795,0.0049174,-0.28732,-0.41598,-0.0042079,0.59553,-0.21956,-0.10539,-0.25867,0.12315,1.0483,-0.32877,-0.2565,-0.30873,-0.050865,0.60033,-0.26191,-0.046927,-0.28275,0.037072,0.045428,0.16384,0.10418,0.089786,0.10915,0.14123,1
0.67267,-1.3037,-1.0186,1.6842,0.952,0.63934,-1.2848,-1.0356,1.5789,0.90599,0.58308,-1.2881,-1.0177,1.0183,0.84847,0.67447,-1.3721,-1.0082,1.5761,1.0179,-2.3034,-1.0264,0.57482,-0.65523,-1.4464,-1.7589,-1.0807,0.61808,-0.76154,-1.4115,-2.4481,-1.0099,0.66114,-0.68096,-1.3863,-0.65849,-1.2034,-1.253,-1.2233,-1.2264,-1.241,1
-0.62269,0.71357,0.33837,-0.51002,-0.74926,-0.62784,0.70989,0.34291,-0.55211,-0.75027,-0.6075,0.67586,0.1538,-0.54556,-0.68837,-0.5887,0.65853,0.022539,-0.48675,-0.61411,-0.52259,0.19211,0.37095,-0.16802,0.75858,-0.62044,-0.13967,0.60094,-0.32786,0.53902,-0.27317,-0.045738,0.4434,-0.25848,0.58541,0.70774,0.78738,0.70762,0.63404,0.5855,0.58912,0
-0.3841,0.19079,-0.093144,-0.50052,0.24219,-0.40353,0.22321,-0.053134,-0.49553,0.20735,-0.4452,0.3007,0.041949,-0.47662,0.022949,-0.50676,0.39284,0.16924,-0.56447,-0.25081,1.6185,-0.26946,-0.08173,-0.27912,-0.014623,1.1584,0.26288,-0.27362,0.032994,0.6345,1.2806,-0.050365,-0.049436,-0.19574,0.33324,-0.3111,-0.29596,-0.24344,-0.19272,-0.16542,-0.10919,1
-0.58083,0.82422,0.86125,-0.61493,-0.7592,-0.58502,0.8087,0.89476,-0.64256,-0.74139,-0.58993,0.78868,0.86329,-0.62297,-0.77477,-0.5903,0.76426,0.65269,-0.55578,-0.7825,1.0298,0.56641,-0.61136,0.23603,0.74569,1.1255,0.57519,-0.84643,0.29176,0.72141,0.85074,0.51661,-0.53494,0.16102,0.72165,0.65351,0.84189,0.87462,0.88712,0.88203,0.89912,0
-0.46145,0.25283,-0.17358,-0.39899,-0.53453,-0.47162,0.26312,-0.11643,-0.42885,-0.57627,-0.47352,0.25302,-0.078092,-0.56144,-0.60773,-0.44351,0.19312,-0.27138,-0.46048,-0.47969,-0.31884,-0.3416,0.27631,-0.4258,0.20144,-0.12973,-0.29723,0.045068,-0.43258,0.16335,0.011764,-0.24443,0.19039,-0.39697,0.19167,0.61662,0.47483,0.34303,0.30318,0.30987,0.32028,1
0.053364,-0.72576,-0.70865,0.32052,-0.011274,0.11292,-0.78312,-0.75407,0.14879,-0.00045988,0.11706,-0.84061,-0.8295,-0.16112,0.13652,0.12888,-0.90389,-0.8766,0.097342,0.32001,1.2238,-0.82278,0.47425,-0.57723,-0.81918,1.9341,-0.92589,0.50662,-0.69753,-0.99541,1.8161,-0.81121,0.5244,-0.59594,-0.83958,0.25131,-0.26986,-0.54388,-0.64895,-0.69736,-0.73884,1
0.76602,-1.2722,-1.0622,1.258,1.3178,0.71486,-1.2342,-1.0747,1.6089,1.3028,0.62132,-1.1959,-1.0291,1.8549,1.1848,0.51921,-1.1909,-0.97603,1.4727,0.95986,2.1711,-1.0169,0.53797,-0.64558,-1.4954,2.0497,-0.99567,0.51958,-0.73001,-1.0722,2.0692,-0.98511,0.60643,-0.66448,-1.3512,-1.1887,-1.3714,-1.3567,-1.333,-1.3172,-1.3062,1
-0.69863,1.2844,1.7475,-0.68259,-0.99946,-0.70234,1.2657,1.7327,-0.7103,-0.92897,-0.68538,1.2529,1.6296,-0.64897,-0.94722,-0.67046,1.2616,1.6776,-0.60648,-1.0583,-0.0070865,1.1007,-0.36568,0.58386,1.2037,-0.77177,1.5661,-0.24585,1.0475,1.2531,-0.61242,1.5061,-0.35463,0.83063,1.3163,0.87605,1.0873,1.2371,1.3299,1.3408,1.3111,1
-0.46291,0.15078,-0.37107,-0.28128,-0.28577,-0.46749,0.14766,-0.39099,-0.28976,-0.2741,-0.45551,0.11278,-0.47653,-0.28808,-0.22186,-0.43773,0.075843,-0.53703,-0.22314,-0.15221,-1.7489,-0.3477,0.58281,-0.46685,0.18245,-1.7315,-0.58303,0.6087,-0.61027,0.064429,-1.5623,-0.4746,0.66133,-0.51627,0.094034,0.32735,0.20956,0.043449,-0.052874,-0.092795,-0.092135,0
-0.45087,0.10525,-0.28155,-0.3256,-0.60408,-0.45957,0.10577,-0.32642,-0.33255,-0.62008,-0.47621,0.11213,-0.36565,-0.40089,-0.61452,-0.47454,0.11449,-0.34784,-0.58469,-0.58723,-1.9352,-0.39386,0.77591,-0.46312,0.085808,-2.1486,-0.51137,0.8646,-0.56293,0.056732,-1.6596,-0.39719,0.82783,-0.48955,0.12748,0.69848,0.47862,0.21404,0.092385,0.055183,0.044458,1
-0.15805,-0.44495,-0.72289,0.13902,0.089736,-0.16461,-0.44295,-0.72919,0.11134,0.071125,-0.1743,-0.46952,-0.77739,0.032884,0.15173,-0.17873,-0.50536,-0.80384,0.12149,0.2011,-1.3925,-0.74311,0.53551,-0.58203,-0.42443,-1.1447,-0.85522,0.55625,-0.69878,-0.57611,-1.6995,-0.76592,0.57483,-0.60342,-0.53493,0.10551,-0.32482,-0.55464,-0.62457,-0.64248,-0.66143,1
3.3906,-1.8307,-0.94457,0.067867,2.6073,3.202,-1.8088,-0.95634,0.27431,2.6582,3.2868,-1.8178,-0.87904,0.52227,2.718,3.4687,-1.8338,-0.81525,0.55767,2.8287,1.487,-0.64073,-0.0089955,-0.36469,-1.1916,1.0811,-0.74739,-0.033024,-0.44268,-1.5553,1.1736,-0.70569,0.057472,-0.37855,-1.6231,-3.1269,-2.0044,-1.613,-1.4939,-1.4642,-1.4581,1
