-0.86705,0.26591,-0.74186,-0.7491,0.13074,0.16027,-0.87552,0.42471,0.72356,0.010271,0.35033,1.7126,-0.2552,-0.40717,-0.32038,-0.44135,1
-0.29974,-1.7231,-0.74186,1.3736,0.13074,0.18784,1.1419,0.42471,0.72356,1.344,-1.3315,-0.38468,-0.2552,0.90124,0.86057,2.1103,1
-0.29974,-1.1548,-0.74186,0.31222,0.13074,-0.59331,1.1419,0.42471,-1.495,-0.47471,-0.070122,0.29262,-0.2552,-0.40717,-0.32038,-0.44135,0
-0.20519,1.1183,-0.74186,1.3736,0.13074,-0.46805,1.1419,0.42471,0.72356,1.4652,-2.1724,-0.57709,-0.2552,-0.40717,-0.32038,-0.44135,0
1.3076,-0.87065,0.40675,1.3736,0.13074,0.05826,1.1419,0.42471,0.72356,0.73775,0.77079,1.3201,0.38793,-0.40717,-0.32038,-0.44135,0
0.83488,0.26591,0.40675,0.31222,0.13074,-0.34378,1.1419,0.42471,0.72356,-1.3234,-1.7519,1.6819,-0.57677,-0.40717,-0.32038,-0.44135,0
-0.67795,1.4025,0.40675,-0.7491,0.13074,-0.14342,-0.87552,0.42471,0.72356,-1.2022,-0.49058,-0.6733,-0.57677,3.0387,0.27009,2.1103,0
-0.58339,0.83419,-0.74186,0.31222,0.13074,-0.378,-0.87552,0.42471,0.72356,1.5865,-2.1724,-0.49243,-0.57677,-0.40717,-0.32038,-0.44135,0
1.3076,1.4025,0.40675,1.3736,0.13074,0.18618,-0.87552,0.42471,-0.3857,0.37401,2.0322,-0.54246,-0.57677,-0.40717,-0.32038,-0.44135,0
-0.20519,1.4025,-0.74186,-0.7491,0.13074,1.4315,-0.87552,0.42471,-1.495,0.49526,-0.49058,-0.34235,-0.2552,-0.40717,-0.32038,-0.44135,0
-0.016083,0.26591,0.40675,-0.7491,0.13074,-0.41489,-0.87552,0.42471,0.72356,-0.23222,-0.49058,0.39652,-0.2552,2.5692,0.27009,0.83445,0
2.915,0.83419,-0.74186,0.31222,0.13074,-0.20822,1.1419,0.42471,0.72356,0.98024,-0.91103,-0.35004,-0.2552,-0.40717,-0.32038,-0.44135,0
0.92944,0.26591,0.40675,0.31222,0.13074,-0.27268,-0.87552,0.42471,0.72356,-0.59596,-0.49058,0.31956,-0.57677,2.4394,0.86057,2.1103,0
-0.67795,-0.87065,-0.74186,-0.7491,0.13074,-0.4727,1.1419,0.42471,0.72356,-1.6872,-1.7519,0.023239,-0.57677,-0.40717,-0.32038,-0.44135,0
1.7804,0.83419,-0.74186,-0.7491,0.13074,1.1288,1.1419,0.42471,-1.495,-1.3234,-0.070122,0.59663,-0.57677,-0.40717,-0.32038,-0.44135,0
-0.67795,0.26591,-0.74186,-0.7491,0.13074,-0.067004,-0.87552,0.42471,0.72356,-1.2022,-0.49058,-0.31541,-0.57677,0.50173,4.4034,2.1103,0
0.83488,-0.58651,-0.74186,0.31222,0.13074,-0.34146,-0.87552,0.42471,-1.495,-0.11098,-0.49058,0.59663,-0.2552,-0.40717,-0.32038,-0.44135,0
-0.67795,1.1183,1.5554,-0.7491,0.13074,-0.36704,1.1419,-2.354,0.72356,1.1015,0.35033,-0.096058,0.70949,-0.40717,-0.32038,-0.44135,0
-0.20519,1.4025,-0.74186,-0.7491,0.13074,-0.65212,1.1419,0.42471,-1.495,-1.2022,-0.070122,-0.9042,-0.57677,-0.40717,-0.32038,-0.44135,0
-0.67795,0.26591,-0.74186,-0.7491,0.13074,-0.27866,-0.87552,0.42471,0.72356,0.25276,0.35033,-0.42316,-0.2552,-0.40717,-0.32038,-0.44135,0
-0.29974,1.1183,-0.74186,1.3736,0.13074,-0.12648,-0.87552,0.42471,0.72356,-1.4447,-1.7519,0.59663,-0.2552,-0.40717,-0.32038,-0.44135,0
-0.016083,-1.1548,-0.74186,1.3736,0.13074,0.080854,1.1419,0.42471,-1.495,-0.83845,-0.070122,0.10405,0.066361,-0.40717,-0.32038,-0.44135,0
0.45668,-1.7231,0.40675,-0.7491,0.13074,1.9788,1.1419,0.42471,0.72356,0.25276,2.0322,0.7775,-0.57677,-0.40717,-0.32038,-0.44135,0
0.64578,0.26591,-0.74186,-0.7491,0.13074,-0.33149,-0.87552,0.42471,-0.3857,-0.83845,0.35033,1.6511,-0.2552,-0.40717,-0.32038,-0.44135,0
