1.6503,1.3705,1.24022,0.61215,1.09141,0.811008,0.410491,-0.185981,1.11399,0.827105,0.181463,0.0310878,2.31563,1.85499,2.01258,1.08212,1.68667,1.25193,1.12146,0.126429,1.11989,0.86985,0.298817,-0.078187,2.39933,1.85908,2.07618,1.1293,1.40143,1.64675,1.72127,0.916687,1.13136,1.04762,0.836604,0.233683,2
1.06421,0.798446,0.400495,-0.190184,1.09141,0.811008,0.169927,0.0277598,0.81765,0.827105,0.181463,-0.18119,1.65664,1.24058,1.11377,0.124779,1.09675,0.8575,0.284463,-0.0858415,1.11989,0.69461,0.298817,-0.236718,1.37353,1.63949,1.71693,0.917483,1.10588,1.03304,0.825281,0.230303,1.13136,0.696169,0.296412,-0.189698,2
1.06421,0.798446,0.160574,0.0237715,0.796257,0.811008,0.169927,-0.185981,1.11399,0.476432,0.181463,-0.18119,1.07087,0.845609,0.274868,-0.0879627,1.09675,0.682198,0.284463,-0.245044,1.11989,0.69461,0.298817,-0.078187,1.08044,1.02461,0.818806,0.229081,1.10588,0.682346,0.287687,-0.192088,1.13136,0.696169,0.296412,-0.189698,2
0.771159,0.798446,0.160574,-0.190184,1.09141,0.460313,0.169927,-0.185981,0.81765,0.476432,-0.0583963,-0.340398,1.07087,0.670065,0.274868,-0.247519,1.09675,0.682198,0.284463,-0.0858415,0.525788,0.69461,0.298817,-0.078187,1.08044,0.673259,0.279933,-0.194551,1.10588,0.682346,0.287687,-0.192088,1.13136,0.871895,0.296412,-0.189698,2
1.06421,0.446412,0.160574,-0.190184,0.796257,0.460313,-0.0706369,-0.346286,0.81765,0.827105,0.181463,-0.18119,1.07087,0.670065,0.274868,-0.0879627,0.506834,0.682198,0.284463,-0.0858415,0.525788,0.69461,0.538054,0.133187,1.08044,0.673259,0.279933,-0.194551,1.10588,0.857691,0.287687,-0.192088,0.759272,1.04762,0.596519,0.233683,2
0.771159,0.446412,-0.079347,-0.350651,0.796257,0.811008,0.169927,-0.185981,0.521307,0.827105,0.181463,-0.18119,0.485106,0.670065,0.274868,-0.0879627,0.506834,0.682198,0.523605,0.126429,0.525788,0.86985,1.13615,0.291718,1.08044,0.848937,0.279933,-0.194551,0.736434,1.03304,0.586351,0.230303,0.759272,1.04762,0.596519,0.233683,2
0.478111,0.798446,0.400495,0.0237715,0.501106,0.811008,0.410491,0.2415,0.81765,0.651768,0.421322,-0.18119,0.777989,1.02115,1.11377,0.284335,0.801793,1.25193,1.12146,0.285632,0.822841,1.04509,0.8371,0.133187,0.714082,1.02461,0.818806,0.229081,0.736434,0.857691,0.287687,0.0191076,0.759272,0.871895,0.296412,-0.189698,2
0.478111,0.798446,0.400495,0.237727,0.796257,0.63566,0.410491,-0.185981,0.521307,0.476432,0.181463,-0.340398,0.777989,1.24058,1.11377,0.284335,0.801793,1.0328,0.822532,0.126429,0.822841,0.519369,0.05958,-0.236718,0.714082,0.848937,0.279933,0.0172653,0.736434,0.857691,0.287687,-0.192088,0.759272,0.520443,0.0563267,-0.189698,2
0.478111,0.226391,-0.079347,-0.350651,0.501106,0.460313,-0.0706369,-0.346286,0.521307,0.651768,0.181463,-0.552675,0.777989,0.494521,0.274868,-0.46026,0.506834,0.331593,0.284463,-0.457315,0.525788,0.519369,0.05958,-0.236718,0.420995,0.321904,-0.199065,-0.406367,0.440881,0.331654,-0.190175,-0.614478,0.759272,0.16899,-0.363823,-0.613079,3
0.478111,0.446412,-0.079347,-0.350651,0.501106,0.63566,0.169927,-0.560027,0.521307,0.476432,-0.538114,-0.340398,0.485106,0.318977,0.274868,-0.46026,0.506834,0.506895,0.045321,-0.245044,0.525788,0.344129,0.05958,-0.448092,0.420995,0.321904,-0.199065,-0.618182,0.736434,0.156309,-0.369373,-0.614478,0.759272,0.16899,-0.363823,-0.824769,3
0.478111,0.622429,0.160574,-0.564607,0.501106,0.460313,-0.551765,-0.346286,0.521307,0.257262,-0.298255,-0.340398,0.485106,0.494521,0.0351826,-0.247519,0.506834,0.331593,0.045321,-0.457315,0.525788,0.168889,0.05958,-0.448092,0.714082,0.146226,-0.378689,-0.618182,0.736434,0.156309,-0.369373,-0.825673,0.461604,0.16899,-0.183759,-0.613079,3
0.185063,0.446412,-0.559189,-0.564607,0.205956,0.241128,-0.311201,-0.346286,0.224964,0.257262,-0.0583963,-0.340398,0.485106,0.143433,-0.504109,-0.46026,0.506834,0.15629,-0.492748,-0.828788,0.154471,0.168889,-0.71794,-0.659466,0.420995,0.321904,-0.199065,-0.618182,0.440881,0.156309,-0.369373,-0.825673,0.163936,0.16899,-0.603908,-0.824769,3
0.185063,0.226391,-0.319268,-0.350651,0.205956,0.241128,-0.0706369,-0.346286,0.521307,0.476432,-0.0583963,-0.340398,0.485106,0.143433,-0.504109,-0.832558,0.138135,0.15629,-0.73189,-0.669585,0.154471,-0.00635172,-0.71794,-0.817997,0.420995,0.146226,-0.378689,-0.829998,0.145328,0.156309,-0.608304,-0.825673,0.163936,-0.182462,-1.08408,-1.08938,3
0.478111,0.446412,-0.079347,-0.350651,0.205956,0.0657801,-0.551765,-0.560027,-0.0713797,0.0819257,-0.298255,-0.552675,0.119002,-0.0321105,-0.743794,-0.832558,-0.083084,-0.0190125,-0.73189,-0.828788,-0.0683189,-0.00635172,-0.71794,-0.817997,0.127908,-0.205129,-1.09719,-1.09477,0.145328,-0.194383,-0.847235,-1.08967,-0.133733,-0.358188,-0.843994,-1.08938,3
-0.107985,0.0503742,-0.799109,-0.778563,-0.0891939,0.241128,-0.792329,-0.560027,-0.0713797,0.0819257,-0.538114,-0.340398,0.119002,-0.0321105,-0.743794,-0.832558,-0.083084,-0.0190125,-0.73189,-0.828788,-0.0683189,-0.00635172,-0.71794,-0.817997,0.127908,-0.205129,-0.857687,-1.09477,0.145328,-0.369728,-1.08617,-0.825673,0.163936,-0.358188,-1.08408,-1.08938,3
-0.107985,0.226391,-0.799109,-0.564607,-0.0891939,0.0657801,-0.551765,-0.346286,-0.0713797,0.476432,-0.298255,-0.18119,-0.10066,-0.0321105,-0.743794,-0.832558,-0.083084,-0.0190125,-0.73189,-0.828788,0.154471,-0.00635172,-0.71794,-0.659466,0.127908,-0.380807,-1.09719,-0.829998,0.145328,-0.369728,-1.08617,-1.08967,-0.133733,-0.358188,-0.843994,-0.613079,3
-0.107985,0.0503742,-0.559189,-0.350651,-0.0891939,0.460313,-0.311201,-0.185981,0.521307,0.476432,0.721145,-0.18119,-0.10066,-0.0321105,-0.743794,-0.832558,0.138135,-0.0190125,-0.73189,-0.669585,0.525788,0.344129,-0.478703,-0.448092,0.127908,-0.380807,-1.09719,-1.09477,-0.150226,-0.369728,-0.847235,-0.614478,-0.133733,-0.358188,-0.183759,-0.189698,3
-0.107985,0.446412,-0.319268,-0.190184,0.501106,0.460313,0.711197,-0.185981,0.81765,0.651768,0.421322,0.0310878,0.119002,-0.0321105,-0.743794,-0.673002,0.506834,0.331593,-0.492748,-0.457315,0.525788,0.519369,0.298817,-0.078187,-0.16518,-0.380807,-0.857687,-0.618182,-0.150226,-0.369728,-0.190175,-0.192088,0.461604,-0.00673584,-0.183759,0.0219924,3
0.771159,0.446412,0.160574,0.0237715,0.796257,0.811008,0.711197,0.2415,1.11399,1.00244,0.961004,0.455643,1.07087,0.845609,0.274868,0.124779,1.09675,0.8575,0.523605,0.126429,1.41695,1.04509,1.13615,0.291718,0.714082,0.673259,0.279933,0.0172653,1.10588,0.682346,0.825281,0.230303,1.13136,0.696169,0.596519,0.233683,2
1.35726,0.974463,0.940317,0.237727,1.38656,1.20554,0.711197,0.455241,1.41034,1.00244,0.961004,0.243365,1.36376,1.02115,1.11377,0.497076,1.39171,1.25193,0.822532,0.285632,1.41695,0.86985,0.8371,0.291718,1.37353,1.02461,0.818806,0.229081,1.40143,1.03304,0.287687,0.230303,1.42903,1.04762,0.596519,0.0219924,2
1.06421,0.622429,0.700396,0.0237715,0.796257,0.241128,0.951761,0.2415,1.41034,0.827105,0.421322,0.243365,1.36376,0.845609,0.514553,0.124779,1.09675,0.682198,0.523605,0.126429,1.41695,0.69461,0.298817,0.133187,1.08044,0.673259,0.579307,0.0172653,1.40143,0.857691,0.586351,0.230303,1.42903,0.871895,0.596519,0.233683,2
0.771159,0.226391,0.940317,0.237727,1.38656,0.811008,0.410491,0.2415,1.70668,1.39695,0.721145,0.455643,1.07087,0.670065,0.514553,0.124779,1.39171,0.682198,0.284463,0.126429,1.41695,0.86985,0.8371,0.291718,1.37353,0.848937,0.579307,0.229081,1.40143,0.857691,0.586351,0.230303,1.13136,0.871895,0.836604,0.233683,2
1.35726,0.798446,0.400495,0.237727,1.68171,1.38089,0.711197,0.455241,1.70668,1.39695,0.961004,0.614851,1.36376,0.670065,0.274868,0.124779,1.39171,0.8575,0.822532,0.285632,1.41695,1.26414,1.13615,0.503092,1.37353,0.848937,0.579307,0.229081,1.10588,0.857691,0.825281,0.230303,1.42903,1.22335,0.836604,0.498296,2
1.6503,1.3705,0.940317,0.61215,1.68171,1.20554,1.25247,0.455241,1.11399,1.00244,0.721145,0.243365,1.36376,1.24058,1.11377,0.497076,1.39171,1.25193,1.3606,0.285632,1.714,1.26414,1.73424,0.503092,1.37353,1.20029,0.818806,0.493851,1.77087,1.03304,0.586351,0.494297,1.80111,1.22335,0.836604,0.498296,2
