-0.040419,-0.87028,-1.0084,0.19991,0.53295,-0.91539,0.034048,0.49135,2.2638,-0.4405,0.36059,0.82075,0.28108,0.068253,0.48047,-0.3743,1.273,-0.0082236,0.97624,-0.52956,1.2875,2.1771,1.3524,-0.7834,-0.80724,0.051876,-1.4339,-0.91498,0.11,-0.88517,-0.36354,1.2861,-0.51226,-0.98121,0.15813,-0.17031,-0.54087,0.72293,-0.93045,-0.9537,-1.0392,1.2707,-0.00042503,0.35581,0.13511,0.022556,2.1379,0.68727,0.7082,-0.39459,1.2986,2.4352,0.81273,0.56417,-0.95732,0.50603,-0.6181,-0.86474,-0.43706,-0.87596,-0.019267,1.2244,-0.78614,-0.93304,0.2763,0.2729,0.020206,-0.29641,-0.94007,-1.4859,-1.0738,-0.58234,0.4086,0.069072,0.35523,1.741,1.8449,-0.049585,0.95266,0.26588,1.2638,1.2583,1.7225,-0.70521,-0.86309,-0.16956,-1.6915,-0.76949,0.39559,-0.97746,-0.42397,1.0835,0.24126,-0.25402,0.26288,-0.76778,-0.44395,2.1054,-0.90553,-0.46747,-1.0722,1.2114,0.52981,0.52755,0.36181,-0.32709,2.9455,0.68986,0.16695,0.13156,-0.04073,1.3992,1.3552,1.2332,-1.0954,-1.2131,-0.83055,-0.40914,-0.40752,-1.3413,-0.8173,-0.94885,-0.98593,-0.88,1.0361,-0.97454,-0.80774,-0.96063,-0.4962,0.17729,0.41776,-0.70874,0.42246,0.29316,-0.29573,-0.17985,1.056,-0.44074,1.1741,2.0709,1.9356,-0.074147,0.83143,1.9269,-0.15468,-0.31149,-0.29032,-1.9663,-1.9142,-1.4263,0.0014072,0.55768,0.56824,0.53325,1.373,1.1132,-0.16298,-0.83284,-0.82711,0.73536,0.22415,0.7966,-0.15506,0.38255,0.52132,0.70652,1
-1.312,-0.85895,-0.93616,1.789,-0.16379,1.084,0.70972,0.874,0.59227,-1.1581,0.49439,-0.43296,-0.21685,0.16437,-0.017767,0.095384,0.64221,-0.49753,0.25349,0.2798,0.11843,0.50919,0.22987,-0.80897,-0.75392,0.86826,0.47168,-0.28847,1.1087,-0.85975,-0.36354,-1.3544,1.5836,-0.78337,0.97463,-0.87972,2.0537,-0.025412,-0.91657,0.48073,-0.93323,-1.4055,-0.76299,0.44581,-0.34277,0.57345,-0.11177,0.35001,0.96393,-0.5905,0.035894,0.38992,0.37729,0.1174,-0.21706,2.2674,0.70153,-0.51235,1.2627,-1.0721,1.4405,-1.006,1.0795,-0.66987,1.71,-0.99884,-0.10417,-0.9855,-1.0221,-0.55325,-0.91948,-0.98071,0.23366,-0.39504,-0.34539,-0.26497,0.70216,0.51322,-0.33896,0.5191,0.062082,0.69827,0.17355,1.4588,-0.98472,0.6455,-0.65696,-0.26057,1.415,-0.60192,-0.6101,-0.35929,1.1328,-0.18763,1.459,-0.97932,1.7421,0.35506,-0.92096,0.70828,-0.98466,-0.12143,0.031184,0.32968,0.16328,0.44596,0.75144,0.80941,-0.079765,-0.3514,0.19203,-0.085442,-0.022664,0.048259,-0.76843,-0.13473,-0.80564,0.54164,0.67446,0.37057,-0.75867,-0.78941,-0.56077,1.5664,-0.96398,-0.88762,-1.1273,-0.89614,-0.77514,1.4781,1.7245,1.3101,0.042067,-0.22298,-0.0037077,-1.3644,0.11996,-1.0376,0.74707,1.8874,0.80335,0.33941,0.69821,0.45599,-0.15468,-0.34363,-0.29032,-0.64264,-0.68709,0.49083,0.77101,1.4562,1.0639,-1.1858,-0.89456,-1.2312,-0.25818,-0.2746,-0.39195,-1.4907,-1.196,-0.21823,1.8455,-0.11685,-2.2196,0.6327,0
-0.15099,0.058234,0.81309,-0.93892,-0.16379,0.81239,-1.3924,0.26703,-1.5153,0.67724,0.2937,-0.2642,0.0094781,0.30855,0.034679,0.1267,-1.5441,-0.17642,0.31474,0.77119,-1.0378,-1.3758,-0.56122,1.2277,0.99477,-1.1,-1.6721,-0.91498,-0.99198,1.1398,-0.36354,-1.003,-0.43227,1.1412,-1.0478,-1.32,-0.40109,-1.4975,0.73514,-1.5349,0.48005,-0.65569,0.59095,0.41206,-0.091253,0.39357,-0.93117,-1.9827,0.60053,0.43423,-0.50528,-1.4024,-1.2158,2.0977,1.0357,0.073703,-1.5248,-0.7263,0.074356,0.74737,-0.93539,-0.5003,0.54133,1.3302,-1.0593,-0.49923,-0.14562,-0.020774,-0.016852,-0.18341,0.63706,0.73536,-0.053736,-0.16298,-0.1212,-0.34856,-1.469,0.65392,0.02838,0.45881,-1.6203,-1.3729,-0.15387,0.82294,0.96134,-1.3448,-0.45509,-1.0312,-1.1084,1.2288,-0.58684,-1.2853,-1.1971,-0.22746,0.66159,-0.83829,0.32218,-1.4248,1.0383,-1.4987,0.31789,-1.0311,-0.22452,0.14344,0.15088,0.78261,-0.60759,-1.794,0.58247,-0.04284,0.16464,-0.6928,-1.3087,-1.2198,1.3976,1.298,1.2368,-1.4635,-1.4895,-1.6054,1.0393,0.72528,1.0548,-1.4743,-0.9127,-1.3223,0.87938,1.1758,0.48008,-1.2268,0.15262,-0.9955,-1.3121,-0.47443,0.3645,0.30038,-1.5894,-0.012566,-0.63782,0.43422,0.14507,-1.4957,-1.4537,-1.4337,-0.1144,-0.29542,-0.075402,-0.092359,-0.20167,-1.6122,-0.65418,-1.2393,-1.2192,0.32361,-0.92004,-0.12796,-0.33752,0.50695,1.4554,-0.1032,-0.78369,-0.94891,-0.7868,-0.054425,0.65923,-0.068543,1
0.18072,-0.8816,-1.1096,-0.79325,-0.16379,0.10606,0.4188,-0.99969,0.54036,0.18046,-1.4679,-0.50529,-0.77514,-1.1693,-0.88313,-0.60914,0.58172,-0.069387,-0.78776,-0.77526,-0.01004,0.50919,-0.058775,0.70792,1.6025,0.89062,-0.21042,0.54164,0.76431,1.089,-0.36354,0.70053,-0.35228,1.4919,-1.0603,-0.34155,-0.56707,0.56344,-0.86105,-0.43434,-1.0392,1.2189,-0.24943,-1.1629,-1.1225,-1.5402,-0.46932,-0.099666,-1.0684,-0.68092,-0.015646,0.58785,0.35605,-1.3316,1.4912,0.24984,0.27063,-0.51235,0.51057,1.3357,-0.93539,-0.6538,0.50545,0.72869,-1.2922,0.13664,-0.14562,-0.91659,-0.91955,-1.3734,-1.061,-0.67427,-1.0284,-1.0301,-1.1581,-0.18139,0.67579,-1.14,-0.52856,-1.0484,-0.098148,0.41295,0.23652,0.033224,1.4884,0.65498,-1.0481,0.8009,0.4123,0.74377,-0.62174,0.48053,-1.1733,0.72847,0.56958,-0.67712,-1.1181,0.81723,-0.95181,0.11077,-1.0613,1.148,-0.96607,-0.91577,-1.0403,-0.85076,-0.7222,0.17184,-1.0926,-1.1161,-1.2045,0.060774,-0.063489,0.006682,2.3887,3.3931,1.5274,0.90877,0.53921,0.064133,1.0393,1.5794,1.1304,-1.4605,-0.62551,-0.97454,1.5184,1.2645,1.3309,-1.2268,0.038991,-1.007,-0.30789,-0.68618,-0.87978,-0.7081,0.7101,-0.68727,0.21619,-0.31532,0.14507,-0.0095297,0.27808,0.68146,-0.1144,-0.29542,-0.21868,-1.4458,-1.2534,-0.47354,-0.63993,-1.1378,-1.2192,-0.54288,1.0163,-0.19161,-0.32165,1.6458,0.55226,1.208,1.0373,1.2634,-0.89209,0.13285,0.65923,-0.14236,1
0.67829,-0.85895,-0.95061,-0.32978,-0.16379,0.22559,0.73787,-0.36633,0.70647,-1.3099,0.47209,1.7249,-0.35265,0.57288,-0.030878,0.23629,0.67677,2.8359,1.258,0.26534,2.8292,0.55489,1.502,-0.8601,-0.8179,0.54394,0.51499,-0.30414,0.19609,-0.86823,-0.36354,-0.81139,0.09569,-0.93625,1.1631,0.39232,2.1848,0.023659,-0.73613,0.51783,-0.93323,0.43031,-0.9653,0.45706,0.23572,0.57345,-0.14156,2.7108,0.69474,-0.66585,2.6644,0.52187,0.86584,-0.063723,-0.31955,-0.086419,0.73744,-0.51235,0.23982,-1.1265,-0.54277,-1.006,0.72072,-0.90296,1.5874,0.00038167,-0.14562,-1.0027,1.1423,-0.53717,-0.91948,-0.9041,0.15869,1.3881,-0.41546,-0.26497,0.74611,0.60702,1.1897,0.55528,1.8246,0.7194,1.9366,-1.4539,-1.0151,0.67393,-0.63172,-0.75495,0.027946,-0.82881,-0.62174,-0.38083,0.40769,-0.28057,-0.31984,0.99507,1.4356,0.43373,-0.93638,0.74683,-0.98466,0.21707,-0.058313,0.29476,0.16328,0.60805,0.60408,1.1548,-0.027825,0.15839,0.37002,1.7141,0.8857,0.92137,-0.85017,-0.35041,-0.87206,0.57929,0.71673,0.4234,-0.79775,-0.5958,-0.94813,0.2257,-0.81013,0.76404,-1.2295,-0.93645,-0.92855,1.7465,-0.20721,1.2527,3.709,2.7018,1.6088,-1.3324,0.22171,-0.97272,1.3241,1.0461,1.4485,0.36525,0.71871,0.49894,-0.15468,-0.31149,-0.4336,-0.62777,-0.66013,0.5373,0.11542,1.3257,0.35795,-1.1019,-0.11749,-1.1994,-0.19471,-0.37508,-0.67111,0.72011,1.3121,0.93868,-0.68151,-0.67867,0.038642,-0.86206,1
1.1759,-0.71175,0.177,-0.44896,0.77681,0.79066,-1.3924,0.42537,-1.5049,0.69103,0.90691,0.10951,0.3867,2.2069,1.6081,-0.42127,-1.4663,0.06823,0.22899,0.81455,-1.3076,-1.3872,-0.77503,2.3697,1.1974,-1.1,-1.7912,-0.89932,-0.87145,1.1313,1.5218,1.5949,-1.7442,1.1502,-0.95986,0.04985,-0.40109,-1.1418,1.8039,-0.87951,0.32695,0.37859,0.60651,1.9308,1.6568,0.35984,2.1974,-1.6876,0.61399,0.38902,-0.6599,-1.4244,-1.2689,0.069101,0.70543,0.2018,-1.5068,-0.87732,0.02923,0.74737,-0.91526,1.2515,-1.6472,1.3227,-1.0593,0.22748,-0.14562,0.16873,1.6142,-0.00652,0.13537,0.65875,0.43359,1.5713,0.24313,-0.43214,-1.469,1.8733,0.063929,0.00060797,-1.6432,-1.3835,-0.40573,0.8332,0.9512,-1.3542,-1.6789,-0.82766,-0.67392,1.2132,1.7863,2.0095,-1.2446,-0.1478,-0.50386,0.20934,0.30175,-1.4445,0.93029,-1.4216,0.296,1.2749,0.8878,1.5868,2.0989,0.18412,-0.70583,-1.3158,0.73829,1.1109,0.21941,-0.99648,-1.4005,-1.2926,1.4078,0.37364,1.4527,-1.4352,-1.4895,-1.6794,1.0296,0.57723,1.0265,-0.85236,1.8669,1.6913,0.87938,1.1758,0.4243,-0.98932,0.45564,0.78243,-1.2208,0.62401,2.0659,0.44445,-1.5792,1.765,-0.77631,0.37303,-0.026082,-0.75909,-1.4025,-1.4229,-0.15468,0.54026,0.21116,-0.2857,-0.92981,-1.3798,-1.1672,-1.2248,-1.2192,0.60313,1.2073,0.60398,-0.40099,0.69675,1.4472,0.3542,-0.21106,0.1877,0.5188,1.5686,0.59028,1.3893,0
-1.2567,-0.85895,-1.1241,0.29261,-0.16379,-1.4805,0.49388,0.3462,0.58189,-0.27491,0.41634,0.15773,0.40179,0.23646,0.33624,-0.5152,0.62492,2.0255,-0.49376,-0.42839,1.082,0.47492,-0.16568,-0.7834,-0.74326,0.80116,0.049427,0.69827,-1.0953,-0.83433,-0.36354,-1.3331,1.6156,-0.8643,0.54754,-0.92864,-0.57581,0.41623,-0.91657,-0.32304,-1.0039,-1.4185,0.17076,0.28831,-0.20443,0.17995,-0.36504,1.7412,-0.20704,-0.30418,0.809,0.54387,0.29233,0.54002,-1.3104,-0.02237,0.41426,-0.44942,-1.1891,-0.74522,-0.73405,-1.006,1.1154,-0.90296,0.41109,-0.99884,-0.10417,-1.0716,-1.0221,-1.309,-1.0224,-0.98071,0.49606,0.2767,0.35523,-0.18139,0.68458,0.31389,-0.37451,0.36235,0.74878,0.42352,0.19874,-1.2078,-0.782,0.65498,-0.88405,0.68457,-0.50681,-0.95399,-0.6101,-0.31622,0.33636,0.01152,1.3977,-0.9894,-1.1794,0.7484,-0.92096,0.24569,-1.0175,-0.10027,0.51702,0.49263,0.20051,0.44596,-0.59121,1.4603,0.076055,-0.33798,0.00034516,0.19574,0.058986,0.017076,-1.0341,-0.96662,-0.78904,0.89936,0.61529,0.27547,-0.76844,-1.3247,-1.071,1.5387,-0.96398,-0.88762,-0.55211,-0.87195,-0.20331,0.39409,1.6866,1.3674,1.9288,1.1137,0.96125,-0.80415,0.64905,-0.7262,0.11233,0.14358,0.079243,-0.11292,0.28832,0.5741,-0.15468,-0.32756,-0.29032,-1.2524,-1.0781,-0.17145,0.78526,0.1809,0.027486,-1.1718,-0.86908,-1.2206,-0.27405,-0.66537,-0.81069,-1.5059,-1.3678,-0.21823,1.8244,-0.17927,-2.2196,0.5958,1
0.18072,0.19411,0.87092,-1.3627,-0.16379,1.5948,-1.3548,0.45176,-1.4841,-0.067924,0.46094,-0.55351,-0.33757,0.30855,0.047791,-0.076833,-1.5009,-0.86451,0.21674,0.3087,-1.9757,-1.3301,-1.3416,0.75905,2.8501,-1.4131,-1.5963,-0.91498,1.9179,1.0297,-0.36354,-0.98175,-0.19229,0.21487,-1.3493,1.6154,-0.57581,-1.473,0.6935,-1.4854,0.56249,-0.44883,-0.51399,0.50206,-0.066102,0.48351,-0.93117,-2.1794,0.62744,0.70548,-1.1366,-1.3584,-1.3857,1.8441,1.6849,-0.48672,-1.4889,-0.60044,2.0298,0.72558,-0.89512,-0.41903,0.54133,0.94675,-0.99808,0.86335,-0.14562,0.01368,0.6294,-0.11908,0.70138,0.78133,0.17118,-0.30954,-0.1212,-0.18139,-1.4338,0.58357,-0.17307,-0.18026,-1.8378,-1.3307,-0.78352,-0.4283,2.4006,-1.3921,-0.29108,-1.0749,0.5627,1.5809,-0.54031,-0.59616,-1.0782,-0.22746,-1.2399,1.6297,-1.0875,-1.3756,1.0537,-1.4505,0.42735,-0.12143,0.031184,0.35296,0.27496,0.48336,-0.70583,-2.0331,-0.40439,0.10473,0.17833,-1.5476,-1.4924,-1.3861,2.3274,1.4674,1.9592,-1.5199,-1.481,-1.5632,2.1338,2.3197,2.0563,0.69562,-0.88193,0.85097,-0.16868,0.32931,-0.34278,-1.2268,-1.8738,-0.6055,-2.2555,-0.8847,0.17405,0.26836,-1.5691,-0.14232,-1.3303,-0.11646,-0.40788,-1.457,-1.4025,-1.3692,-0.15468,-0.27935,0.2828,-0.0031245,-0.08031,-1.5309,-1.0817,-0.97843,-1.2042,0.39349,-1.0856,-0.053708,-0.19471,-0.4644,-0.75321,0.15599,1.1862,0.75601,-0.61834,-0.17927,0.090358,-1.305,1
0.23601,0.18279,0.85646,-1.0846,-0.16379,1.084,-1.4111,1.1907,-1.453,1.2016,-0.11882,-0.51735,-0.23194,0.36863,0.33624,-0.092489,-1.5268,0.52695,0.14324,0.32315,-1.0635,-1.3758,-0.67882,1.0147,1.9544,-1.1671,-1.5638,-0.27281,-0.010526,1.0381,-0.36354,-0.9711,-0.17629,0.69151,-1.3493,1.591,-0.48845,-1.4853,0.66574,-1.4731,0.53894,-0.42297,0.24857,0.23206,-0.04095,-0.022415,-0.93117,-1.3363,0.78896,0.76576,-0.73721,-1.4024,-1.1945,0.73322,0.6371,0.073703,-1.5338,-0.39908,0.76628,1.2921,-0.90519,-0.43709,0.57721,1.2701,-0.9123,0.86335,-0.14562,0.030908,0.63966,-0.103,0.68852,0.73536,-0.37862,0.069072,0.71955,-0.097807,-1.4338,0.61875,-0.49301,-0.27673,-1.5059,-1.3835,-0.8087,0.63833,1.3972,-1.3637,-0.27846,2.3422,-1.192,1.3071,-0.54031,-0.5531,-1.0782,0.52931,-1.2093,1.6096,0.51627,-1.415,1.0229,-1.4987,0.40545,-0.036801,0.22296,-0.089352,0.10125,0.86989,-0.46022,-1.1432,0.89411,0.024238,0.34263,-1.0415,-1.3903,-1.2302,1.3772,1.0515,2.2581,-1.1716,-1.4895,-1.2567,1.1859,1.0783,1.3194,0.69562,-0.87167,0.87994,0.89216,0.90172,0.70324,-1.2268,-1.8927,-0.63992,-0.4144,-0.011232,0.61843,0.28437,-1.5894,-0.12934,-0.56857,-0.16235,-0.52638,-1.457,-1.4537,-1.4337,-0.033846,-0.21506,3.6499,0.011748,-0.066826,-1.5309,-1.0817,-1.1668,-1.2192,0.35157,-1.0602,-0.085531,-0.22645,-0.59838,1.2255,0.14074,1.2205,0.8169,-0.61834,-0.17927,0.090358,-1.2865,0
4.5483,-0.77969,-0.64702,1.3652,-0.16379,-1.4805,0.59711,-0.010063,0.55074,0.014872,0.55013,0.54348,0.68848,-0.136,0.12646,-0.38995,0.8496,0.2823,0.20449,-0.18269,0.067043,0.52062,0.77508,-0.82601,-0.76458,0.23081,0.91559,-0.27281,1.5047,-0.79197,-0.27784,-0.82204,1.7756,-0.66646,0.43448,-0.61063,-0.57581,0.45303,-0.93045,0.97537,-0.74479,-0.39712,0.46645,0.20956,0.27344,0.43854,0.052112,0.026806,-0.39547,-0.15348,0.1132,0.57685,0.64281,0.47965,1.4001,0.49002,0.83619,-0.33615,0.4504,-0.54911,1.4103,-1.006,3.555,-0.93304,0.31306,0.31832,-0.14562,-0.055228,-1.0324,0.44373,-0.67506,-0.98071,0.69599,0.31334,0.41128,-0.26497,0.73732,-0.16684,0.51422,0.47087,0.39399,0.53976,0.19874,1.2947,-0.72119,0.39909,0.13788,-0.5223,1.8829,-0.96181,-0.62174,-0.18702,1.8104,0.44965,1.9497,-0.77785,-1.0364,0.59106,-0.93638,0.87211,-0.83142,-0.45992,0.55538,0.49263,0.051613,-0.48918,-0.13275,0.37108,-0.01484,0.18522,0.12357,0.57815,0.84487,0.89019,-0.94213,-0.53527,-0.52335,0.33454,0.70827,0.77211,-0.84661,1.0556,-0.097815,1.3452,-0.86142,2.8214,-0.10477,-0.72683,0.25693,0.44571,1.876,-0.78903,-0.14052,0.10788,-0.20686,-0.82016,0.60835,-0.58347,0.62012,-0.085867,0.013414,0.8305,0.78019,0.55262,-0.15468,-0.29542,-0.64852,0.3092,0.17589,0.9672,1.5976,0.38378,1.5296,-1.1718,-0.385,-1.21,-0.099505,-0.30809,-0.80248,-1.1857,-0.062172,-0.27912,2.6036,1.1941,-2.8575,0.87261,0
