0.142847,0.271364,-0.936349,-0.00640754,-0.300818,-0.00723327,-0.766968,-0.135108,0.313291,1
0.550923,0.00262502,0.747417,-0.00640754,-1.59094,0.137624,-0.0818048,1.91491,1.63891,3
0.387693,0.00262502,-0.375094,-0.00640754,0.804999,-0.0350905,-0.61471,-0.973751,-0.466485,0
-0.918151,0.00262502,-1.0486,-0.00640754,-0.300818,0.0930527,0.222712,-0.135108,-0.232552,0
-0.918151,0.00262502,-0.711847,-0.00640754,-0.024364,-0.152091,0.4511,-0.228291,-0.466485,0
2.99938,0.00262502,0.298412,-0.103959,-1.31448,-0.00166183,-2.59407,1.49559,2.57464,4
0.632539,0.00262502,-0.487345,-0.00640754,-1.77524,0.0540526,-0.919227,1.63536,1.87284,3
0.550923,-0.0101721,1.08417,-0.0795709,0.89715,-0.029519,0.222712,-0.461247,-0.466485,0
0.387693,0.105002,-0.936349,-0.00640754,-0.300818,-0.00723327,-1.07148,-0.135108,0.391268,3
-0.918151,0.00262502,1.75768,-0.177122,-0.300818,-0.00723327,2.04981,1.02967,-0.232552,0
-0.918151,0.00262502,-0.824098,-0.0551831,-1.03803,-0.00723327,0.374971,0.656943,0.391268,0
-0.265229,0.00262502,-0.150592,-0.00640754,0.528545,0.104196,0.0704537,-0.647612,-0.544463,0
-0.836535,0.0282192,-0.936349,-0.00640754,0.159939,0.0317668,0.146583,-0.601021,-0.544463,0
-0.918151,0.00262502,-0.824098,-0.00640754,-1.68309,0.0206239,0.298841,1.4024,1.01509,0
-0.59169,0.00262502,1.64543,-0.00640754,0.159939,-0.0518048,1.66917,0.470578,-0.466485,0
-0.59169,0.00262502,0.410663,0.0179802,0.159939,-0.0963763,0.831746,-0.0419257,-0.466485,0
-0.101998,0.00262502,-0.0383408,-0.0551831,0.528545,-0.029519,0.0704537,-0.55443,-0.544463,0
0.061232,0.00262502,-0.711847,-0.00640754,0.528545,-0.0350905,-0.53858,-0.880569,-0.466485,0
0.061232,0.0410163,-0.375094,-0.00640754,0.712847,0.0150525,-0.310193,-0.833977,-0.544463,0
-0.918151,-4.06685,2.20668,-0.0551831,0.0677874,-0.029519,2.35433,0.843308,-0.544463,0
-0.346844,0.0410163,-0.936349,-0.00640754,0.436393,0.00390962,-0.310193,-0.833977,-0.544463,0
4.7133,0.0282192,2.54343,-0.00640754,1.63436,-0.00723327,-2.74633,-0.601021,0.859133,4
-0.918151,-0.0613604,-1.0486,-0.00640754,-0.300818,-0.00723327,0.222712,-0.135108,-0.232552,0
0.061232,0.00262502,1.64543,-0.00640754,0.712847,0.0986241,1.13626,0.00466555,-0.544463,0
-0.265229,-0.0101721,0.186161,-0.0551831,0.436393,-0.029519,0.4511,-0.368065,-0.544463,0
-0.918151,0.0538134,-0.599596,-0.00640754,-1.68309,-0.00723327,0.4511,1.49559,1.01509,0
0.550923,-0.0101721,1.42092,-0.00640754,0.804999,0.0373383,0.374971,-0.228291,-0.388508,3
0.550923,0.00262502,0.0739102,0.188695,0.89715,-0.00723327,-0.462451,-0.880569,-0.544463,0
0.550923,0.0410163,0.298412,0.0667558,0.89715,-0.00723327,-0.386322,-0.833977,-0.466485,0
-0.918151,0.00262502,-1.2731,-0.00640754,-0.39297,-0.0128047,0.0704537,-0.135108,-0.154575,0
-0.918151,0.00262502,2.31893,-0.00640754,0.0677874,0.00948106,2.35433,0.843308,-0.466485,0
0.061232,0.00262502,2.43118,-0.00640754,0.528545,-0.0963763,1.59304,0.423987,-0.466485,0
