-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.93614,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,5.7116,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,-0.32988,-0.30832,-0.10304,-0.1321,-0.26257,-0.45896,0
0.9348,-0.16505,-0.5567,-0.046894,1.2755,-0.35023,-0.29176,-0.26253,-0.32327,0.23356,-0.29683,0.72914,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,0.38646,0.82113,0.59718,0.3,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.11205,1.2165,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,0.92927,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,0.12907,-0.25533,-0.15518,-0.24406,-0.30832,-0.10304,-0.098411,-0.201,-0.32043,0
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.13073,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,0.16683,0.31848,-0.07138,-0.11153,-0.15844,0.41786,1.3805,-0.12391,-0.30832,-0.10304,-0.12492,-0.24205,-0.39629,0
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,2.4432,-0.16787,0.9912,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,1.9977,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,0.1029,-0.30832,-0.10304,-0.11461,-0.24718,-0.44412,0
-0.3424,-0.16505,1.6252,-0.046894,0.35356,-0.35023,-0.29176,-0.26253,-0.32327,0.48171,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,0.36468,-0.3211,-0.34784,0.30296,-0.16787,0.2417,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,0.2459,-0.19737,-0.07138,-0.11153,-0.15844,-0.15546,-0.15518,0.50747,-0.30832,-0.10304,-0.089933,-0.17021,-0.22807,1
-0.3424,-0.16505,-0.5567,-0.046894,0.74017,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.47993,-0.16787,0.68307,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,-0.18153,-0.30832,-0.10304,-0.041618,-0.13429,-0.21817,1
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,1.0186,2.1336,-0.34784,0.91688,-0.16787,1.1494,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,0.77966,-0.19737,-0.07138,-0.11153,-0.15844,0.85802,-0.15518,0.12496,-0.30832,-0.10304,-0.066043,-0.12403,-0.30888,1
2.1465,0.12939,-0.5567,-0.046894,0.10078,1.0375,-0.29176,-0.26253,-0.32327,0.21805,-0.29683,1.1469,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,0.14526,-0.16787,1.8823,0.2523,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.055595,-0.15518,-0.17785,-0.30832,0.04137,2.6697,3.5036,1.0154,1
2.081,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,0.73101,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,0.13232,-0.30832,-0.10304,-0.1321,-0.26257,-0.41278,0
0.8693,-0.025581,-0.19966,-0.046894,0.085912,-0.35023,-0.29176,0.18626,-0.32327,-0.092148,-0.29683,0.00963,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.41797,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.064534,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,0.97543,-0.05983,0.23321,-0.18528,-0.12089,0.30993,-0.20597,-0.12733,0.43371,1.427,-0.07138,-0.11153,0.31801,0.55841,0.10992,-0.29432,-0.19038,-0.10304,-0.054729,-0.14456,0.17104,0
0.41082,0.059652,0.71278,-0.046894,-0.21148,0.27061,-0.01075,-0.13787,-0.14381,0.35763,0.24896,0.72914,1.2492,-0.025736,0.46667,-0.2408,-0.073384,0.19817,1.2773,-0.16787,1.0328,-0.11816,1.0516,0.4422,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.022306,-0.15518,0.27331,1.0663,0.11124,0.026521,0.1787,1.9406,1
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,1.0425,-0.31202,-0.17491,-0.19009,-0.30134,0.75985,-0.34784,-0.93614,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,0.24561,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.29972,-0.15518,-0.32988,-0.072436,0.032053,-0.10831,-0.22152,-0.33692,0
-0.3424,-0.16505,0.85163,-0.046894,0.59148,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,7.7184,-0.34784,-0.93614,-0.16787,0.50819,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,0.75332,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.31082,-0.15518,-0.26245,-0.30832,-0.10304,0.31962,0.0093755,-0.23961,0
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,5.4759,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,0.12273,-0.16787,-0.67435,-0.11816,-0.29018,4.0343,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,0.92588,-0.51425,-0.15518,-0.32988,-0.30832,-0.10304,-0.027057,-0.201,-0.33857,1
-0.3424,-0.16505,1.0698,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.70522,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,0.10752,8.4513,-0.07138,-0.11153,0.28925,-0.51425,-0.15518,-0.26367,-0.30832,-0.10304,-0.10733,-0.19587,-0.24621,0
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,1.2201,-0.37132,-0.29683,1.8896,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.45177,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,0.18577,0.1856,-0.22787,2.182,-0.16671,-0.22521,-0.16052,-0.1432,-0.1749,-0.1452,1.4177,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,-0.12733,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,0.40306,-0.15518,-0.32988,-0.30832,-0.10304,-0.096835,-0.19074,-0.23302,0
-0.3424,-0.16505,-0.5567,-0.046894,-0.46426,-0.35023,-0.29176,-0.26253,-0.32327,-0.37132,-0.29683,-0.62864,-0.31202,-0.17491,-0.19009,-0.30134,-0.3211,-0.34784,-0.93614,-0.16787,-0.67435,-0.11816,-0.29018,-0.21297,-0.32878,-0.29921,-0.22787,-0.23181,-0.16671,-0.22521,6.5327,-0.1432,-0.1749,-0.1452,-0.19805,-0.2421,-0.32342,-0.05983,-0.18089,-0.18528,-0.12089,-0.17258,-0.20597,12.896,-0.29774,-0.19737,-0.07138,-0.11153,-0.15844,-0.51425,-0.15518,-0.32988,-0.30832,0.99865,-0.092706,-0.19587,-0.42268,0
