-0.4413,-0.443197,-0.440644,-0.443383,-0.442304,-0.444588,-0.443101,-0.43941,-0.441115,-0.439696,-0.441191,-0.445616,-0.442959,-0.441924,-0.445548,-0.441354,-0.442098,-0.439686,-0.441851,-0.443268,-0.437321,-0.444044,-0.443043,-0.442311,-0.444271,-0.443569,-0.442107,-0.439994,-0.444787,-0.440983,-0.445085,-0.444502,-0.445518,-0.443165,-0.445526,-0.438539,-0.441671,-0.440107,-0.442121,-0.446718,-0.445349,-0.442375,-0.441703,-0.442076,-0.439422,-0.44093,-0.442248,-0.441321,-0.442434,-0.443748,-0.443737,-0.443085,-0.445947,-0.444651,-0.441649,-0.446379,-0.443896,-0.447078,-0.441709,-0.445405,-0.443128,-0.44107,-0.443875,-0.445317,-0.444727,-0.442042,-0.443567,-0.443251,-0.439891,-0.436533,-0.437385,-0.438336,-0.440017,-0.434823,-0.437213,-0.438616,-0.439355,-0.442733,-0.441601,-0.443919,-0.443774,-0.444602,-0.44577,-0.449352,-0.446416,-0.450921,-0.448845,-0.448264,-0.448596,-0.445374,-0.449741,-0.445854,-0.444072,-0.44577,-0.445934,-0.442436,-0.444507,-0.445592,-0.441577,-0.444649,0
-0.443363,-0.445144,-0.442666,-0.445447,-0.44441,-0.446723,-0.445063,-0.4415,-0.443183,-0.441755,-0.443169,-0.44774,-0.445019,-0.443995,-0.447539,-0.443265,-0.444085,-0.441711,-0.443788,-0.445375,-0.439251,-0.446028,-0.44497,-0.444242,-0.446197,-0.44559,-0.444068,-0.441875,-0.446729,-0.442894,-0.447039,-0.446454,-0.447596,-0.445129,-0.447505,-0.440424,-0.443553,-0.441985,-0.443939,-0.44856,-0.447275,-0.444331,-0.443539,-0.443911,-0.441219,-0.442683,-0.443896,-0.442999,-0.444101,-0.445491,-0.445535,-0.444984,-0.447779,-0.446451,-0.443597,-0.448228,-0.445801,-0.449073,-0.443686,-0.447325,-0.445173,-0.44307,-0.445972,-0.447364,-0.446714,-0.444119,-0.445645,-0.445311,-0.441897,-0.438547,-0.439381,-0.440355,-0.441934,-0.436773,-0.439173,-0.440649,-0.441399,-0.444817,-0.443669,-0.445995,-0.445845,-0.446555,-0.44775,-0.451453,-0.44847,-0.453103,-0.450975,-0.450283,-0.450591,-0.447387,-0.451796,-0.447816,-0.446037,-0.447853,-0.448015,-0.444445,-0.446453,-0.447719,-0.443563,-0.446745,1
3.33917,3.25677,3.60903,3.69123,3.33037,3.45474,3.40699,3.60721,3.71237,3.59046,3.61527,3.38124,3.73845,3.25112,3.77697,3.47116,3.29271,3.61041,3.24943,3.55901,3.53345,3.44493,3.56113,3.73028,3.46608,3.70016,3.53766,3.41374,3.42992,3.61051,3.78013,3.75966,3.66083,3.24015,3.48832,3.31525,3.57164,3.39127,3.70938,3.81326,3.66509,3.74714,3.30668,3.31952,3.50669,3.53292,3.7847,3.59727,3.6957,3.77541,3.37689,3.49711,3.49622,3.31677,3.45849,3.32363,3.48457,3.46699,3.44411,3.50716,3.54867,3.72391,3.48475,3.80303,3.46651,3.47049,3.73107,3.75038,3.43342,3.39593,3.57961,3.54167,3.64373,3.70292,4.06084,3.79447,3.96383,4.20375,4.38377,4.66405,4.04276,4.23824,4.12612,4.04657,4.07457,3.60213,3.77185,3.78749,3.81501,3.66425,3.52527,3.69093,3.52895,3.55247,3.78986,3.56885,3.24927,3.56473,3.30056,3.75226,1
2.04707,1.74847,1.81839,1.70213,2.11919,2.19861,2.1507,1.63995,1.8437,1.69746,1.71893,1.9855,1.43827,1.36161,1.43544,1.22526,1.44694,1.23469,1.16912,1.09509,1.04349,1.54452,1.49789,1.37285,1.66474,1.96662,1.98304,1.61529,1.91681,1.8567,1.82438,1.71738,1.86782,1.69024,1.7677,1.87048,1.75439,1.88145,2.24133,2.16882,2.1058,1.80723,2.03734,1.75507,2.01015,2.1486,2.15236,1.82812,1.9228,1.92187,2.03226,2.15313,1.92651,1.84833,2.02199,1.90949,2.30196,2.08743,1.93379,1.81327,1.80404,2.10681,1.85436,1.89932,2.14994,1.85219,2.04997,2.25762,1.81608,2.04739,2.03539,1.93665,1.78425,1.92479,1.96642,2.01056,1.76538,2.00759,2.04155,1.88211,2.221,2.15222,1.937,1.89242,2.32441,1.84979,2.17802,2.29956,2.25044,1.79938,2.27963,1.95437,1.82994,2.19381,2.07187,2.06678,2.17924,1.98554,1.82763,1.7735,0
-0.443149,-0.444938,-0.442471,-0.445246,-0.44421,-0.446508,-0.444829,-0.441297,-0.442983,-0.441527,-0.442966,-0.447523,-0.4448,-0.443782,-0.447318,-0.443067,-0.443889,-0.441529,-0.443593,-0.44519,-0.439065,-0.445844,-0.444764,-0.444017,-0.446003,-0.445362,-0.443879,-0.441658,-0.446523,-0.442689,-0.446839,-0.446245,-0.447383,-0.444904,-0.447319,-0.440235,-0.443341,-0.441776,-0.44375,-0.448356,-0.447079,-0.444135,-0.443331,-0.443682,-0.441026,-0.442488,-0.443654,-0.442761,-0.443871,-0.445271,-0.445331,-0.444761,-0.447533,-0.44623,-0.443375,-0.448018,-0.445573,-0.44886,-0.443471,-0.447125,-0.444949,-0.442858,-0.445777,-0.447143,-0.446476,-0.443912,-0.445433,-0.445124,-0.441713,-0.438328,-0.439192,-0.440177,-0.441758,-0.436606,-0.439012,-0.440469,-0.441279,-0.444709,-0.443513,-0.445848,-0.445692,-0.446372,-0.447546,-0.451257,-0.448256,-0.452918,-0.450768,-0.450098,-0.450393,-0.447159,-0.451578,-0.447626,-0.44582,-0.447637,-0.447777,-0.444225,-0.446262,-0.44752,-0.443342,-0.446509,0
-0.443278,-0.445052,-0.44257,-0.445359,-0.444316,-0.446634,-0.44498,-0.441409,-0.443092,-0.441668,-0.443082,-0.447647,-0.444927,-0.443914,-0.447447,-0.443175,-0.444001,-0.441635,-0.443709,-0.445298,-0.439176,-0.445951,-0.444891,-0.444155,-0.446112,-0.445505,-0.443984,-0.441787,-0.446641,-0.442814,-0.446948,-0.446372,-0.447501,-0.445037,-0.447423,-0.440336,-0.44347,-0.441896,-0.443852,-0.448459,-0.447186,-0.444234,-0.443447,-0.443823,-0.44113,-0.442594,-0.443807,-0.442908,-0.444012,-0.445405,-0.445449,-0.444901,-0.447689,-0.446365,-0.443514,-0.44815,-0.445714,-0.448987,-0.44361,-0.447248,-0.445112,-0.442997,-0.445901,-0.447285,-0.44663,-0.44404,-0.445561,-0.445228,-0.441808,-0.43845,-0.439294,-0.440274,-0.441847,-0.436688,-0.439081,-0.44055,-0.441306,-0.444727,-0.443587,-0.445906,-0.445753,-0.446467,-0.447661,-0.451363,-0.448374,-0.453012,-0.450878,-0.450194,-0.450497,-0.447297,-0.451696,-0.447731,-0.445952,-0.447757,-0.447927,-0.444349,-0.446362,-0.447629,-0.443476,-0.446645,0
-0.442188,-0.443945,-0.441449,-0.444327,-0.44327,-0.445419,-0.443764,-0.440414,-0.44196,-0.440658,-0.441894,-0.446454,-0.443744,-0.442827,-0.446235,-0.442057,-0.442859,-0.440473,-0.442569,-0.44423,-0.438077,-0.444856,-0.443832,-0.443268,-0.445093,-0.444465,-0.443008,-0.440975,-0.44577,-0.442114,-0.446466,-0.445783,-0.446671,-0.444133,-0.44661,-0.439438,-0.442594,-0.440911,-0.442929,-0.447423,-0.445989,-0.44328,-0.442384,-0.442801,-0.440027,-0.441587,-0.442604,-0.441688,-0.442939,-0.444288,-0.444286,-0.443735,-0.446672,-0.445214,-0.442314,-0.446987,-0.444495,-0.447832,-0.442495,-0.446206,-0.443833,-0.441761,-0.444874,-0.446033,-0.445615,-0.442917,-0.444345,-0.444233,-0.440821,-0.437444,-0.438134,-0.439066,-0.440782,-0.435506,-0.438078,-0.439524,-0.44021,-0.443536,-0.442508,-0.444815,-0.44463,-0.445268,-0.446532,-0.450194,-0.447182,-0.451935,-0.449809,-0.449053,-0.449304,-0.44607,-0.450447,-0.446592,-0.444747,-0.446676,-0.446835,-0.443177,-0.445349,-0.446428,-0.442497,-0.44555,0
-0.360889,-0.359495,-0.366641,-0.362782,-0.367026,-0.358505,-0.368852,-0.355675,-0.358971,-0.36469,-0.360663,-0.37051,-0.35791,-0.365006,-0.361073,-0.367635,-0.36621,-0.356483,-0.356844,-0.362811,-0.360265,-0.368146,-0.356644,-0.364012,-0.366364,-0.36097,-0.368002,-0.35533,-0.364378,-0.361626,-0.359295,-0.362058,-0.359603,-0.365228,-0.364647,-0.363656,-0.358215,-0.356305,-0.364896,-0.362613,-0.363409,-0.361303,-0.363639,-0.36651,-0.365099,-0.360396,-0.357451,-0.355986,-0.365649,-0.358704,-0.368243,-0.36449,-0.361742,-0.359253,-0.358175,-0.359743,-0.365112,-0.366256,-0.361459,-0.359987,-0.356638,-0.357529,-0.366828,-0.359147,-0.366787,-0.357283,-0.362738,-0.361109,-0.35808,-0.359406,-0.359435,-0.362455,-0.365835,-0.355835,-0.365706,-0.362416,-0.365553,-0.366318,-0.374185,-0.376789,-0.37806,-0.385106,-0.388462,-0.388075,-0.383561,-0.381306,-0.381893,-0.376605,-0.379218,-0.366298,-0.374885,-0.364919,-0.369174,-0.367676,-0.361733,-0.361194,-0.367403,-0.360754,-0.362447,-0.365417,0
-0.442024,-0.443808,-0.441373,-0.444135,-0.443054,-0.445387,-0.443696,-0.440211,-0.441813,-0.440475,-0.441893,-0.446439,-0.443709,-0.442672,-0.44624,-0.441926,-0.442753,-0.440376,-0.442495,-0.444057,-0.437913,-0.444693,-0.443613,-0.442902,-0.444827,-0.444266,-0.442713,-0.440572,-0.445391,-0.441598,-0.445723,-0.445132,-0.446215,-0.443815,-0.446131,-0.439085,-0.442234,-0.440598,-0.442567,-0.447136,-0.44583,-0.442842,-0.442047,-0.442432,-0.439737,-0.441244,-0.44252,-0.441584,-0.442728,-0.444144,-0.44418,-0.443608,-0.446441,-0.445121,-0.442253,-0.446832,-0.44445,-0.447684,-0.442343,-0.445959,-0.443818,-0.441714,-0.444589,-0.446061,-0.445378,-0.44278,-0.444351,-0.444009,-0.44054,-0.437229,-0.438049,-0.439014,-0.440632,-0.435493,-0.437901,-0.439333,-0.440128,-0.4435,-0.442308,-0.444667,-0.444478,-0.445228,-0.446438,-0.450039,-0.447095,-0.451731,-0.449594,-0.448895,-0.449219,-0.446021,-0.450475,-0.446518,-0.444741,-0.446528,-0.446686,-0.443166,-0.445149,-0.446358,-0.442227,-0.445429,1
-0.0354123,-0.0281477,-0.0760231,-0.0291271,-0.0547499,-0.0214887,-0.00875717,-0.0164211,-0.0784034,-0.0535734,0.00887857,-0.0307447,-0.0619075,-0.054453,-0.0225862,-0.0648976,0.0116652,-0.0803615,-0.0416769,-0.00969994,-0.0379328,-0.023443,0.0166853,-0.0584997,0.033709,0.00244528,-0.0109184,-0.001388,-0.0175545,-0.0212292,0.00581046,0.0812382,0.107609,0.16149,0.163742,0.0726308,0.118482,0.0216665,0.0667321,-0.00608935,0.0250239,0.0441376,-0.0282845,-0.0125233,0.0233997,-0.0299256,-0.0323796,-0.0101791,0.014048,-0.0255401,-0.00318076,-0.0192933,-0.0684395,0.00358206,-0.00943422,-0.0179057,0.00777797,-0.0138213,-0.0556523,-0.0311929,-0.014685,-0.0577999,0.0134871,-0.0793926,-0.012315,-0.0323712,-0.0683626,-0.0599301,-0.0783426,-0.00711375,-0.0234147,-0.0511004,-0.0679104,0.0087268,-0.023243,-0.0272165,-0.051843,-0.0516045,-0.0328372,-0.0577237,-0.0520494,-0.0273211,-0.0730587,-0.0369741,-0.0497435,-0.0522264,-0.018641,-0.0579401,-0.0689021,0.0166301,-0.0751757,-0.0113803,-0.0642605,-0.0761115,0.00769138,-0.057473,-0.0209992,-0.0539925,-0.00419727,-0.0382798,1
