-0.038746,-0.23023,0.0572,1.1029,-0.36469,0.26618,0.98429,0.47916,-0.26509,1.1118,-0.28355,-0.58143,-0.23044,0.4725,-0.23714,0.52622,1.3572,-0.64096,0.89454,0.67949,1
-0.036095,1.9158,1.1182,-0.5907,1.0598,0.18651,-0.0089291,1.6021,1.5386,0.40009,2.0387,-1.3247,-2.5451,1.8834,0.28479,-0.57418,-1.7749,-0.89012,-0.24904,0.37785,0
-0.54947,0.52239,0.27922,-0.62624,-0.42438,0.05641,0.78089,-0.11661,0.14507,-0.93005,0.07075,-0.94134,0.078628,0.39276,0.69636,0.73754,0.73664,0.17864,0.15551,-0.30198,1
0.12577,-2.4168,2.4612,1.5909,1.8463,-0.69846,0.32816,-0.55323,-0.64124,-0.66743,-0.48857,-2.8259,1.3664,-0.22384,1.1172,0.62217,0.24995,0.16587,0.51002,-1.8127,0
0.85853,-0.05859,-0.89598,0.1562,0.015697,0.080912,0.90689,0.85658,0.74359,0.58921,-0.23826,-0.76926,0.6088,0.16594,0.47833,-0.47797,0.77506,0.48292,0.069083,0.36321,1
-1.098,0.65905,-0.29347,-1.2307,1.2459,-0.35007,-0.08428,0.1395,0.46926,-0.31965,-0.38559,-0.1624,-0.069462,0.20072,-0.31454,1.1354,0.25039,-0.8771,-0.59971,0.31919,1
-0.80534,-0.14669,-1.0267,0.88646,0.95846,-0.25075,1.1444,-0.10054,0.3467,-0.43179,0.047733,0.36087,0.25437,-0.8353,-0.04223,-0.38401,0.2109,0.38912,0.1518,0.0095268,1
-0.53281,0.51789,0.25576,0.76435,1.0153,0.50262,0.1913,0.21528,2.0049,0.32241,-0.19141,0.31255,-0.88099,0.10489,0.92785,1.0081,-0.13256,0.76835,-0.26458,0.14842,1
-0.19304,-0.24893,-1.5732,0.24732,-0.37282,0.854,-1.0273,0.27897,1.333,0.3523,0.80631,0.28632,0.19506,-0.47047,-1.0132,1.0381,-0.47855,-0.36179,-0.25914,-0.77146,1
-0.019113,-0.73725,-0.50964,1.0413,0.71837,0.68608,0.023657,0.86594,1.6277,-0.055646,0.74291,0.1047,0.2779,-0.67455,0.62096,-0.4099,0.030829,-0.28843,0.795,-0.07134,1
0.77318,-0.27258,0.62608,0.6822,0.55379,0.72825,-1.3771,0.68397,-0.86076,-0.50928,0.7769,0.12466,-0.41626,0.60639,-0.041482,-0.28825,0.23832,-0.3942,2.0088,-0.06256,1
0.82886,1.8091,-0.56298,-0.39726,0.11105,-1.7732,0.46174,-0.66778,-2.1147,1.3623,-1.3291,2.274,-1.9201,0.2398,-0.96632,-1.439,0.82522,-1.6913,-0.32759,-0.89502,0
0.25412,0.472,-0.25572,0.30373,-1.0013,-0.34534,0.71801,0.76253,0.48,0.90621,-0.13045,-0.7648,1.0559,0.43601,0.042577,0.35329,0.86642,-0.4352,0.7556,-0.59013,1
-0.95641,-0.60179,0.53333,0.48503,-0.25821,-0.31804,0.77419,0.58391,0.28054,0.053448,-0.089433,0.99133,-0.89682,0.75587,0.45334,0.58235,1.0121,1.4115,0.73065,-0.58485,1
-0.080286,-0.0062348,-1.1849,0.90366,0.26342,0.91973,0.20905,0.68865,0.03127,-0.91621,0.63691,-0.36774,0.50125,-1.7577,0.36436,0.025428,0.64067,-0.54103,-0.0058247,0.43785,1
0.25065,0.81516,-0.79732,0.28488,-0.5004,0.10293,0.46099,0.054111,0.61084,-0.042001,0.22667,-0.063805,-0.22906,-0.02559,0.54637,-0.84056,-0.94117,0.5203,1.001,0.47596,1
-0.36968,0.72357,1.1918,-0.12249,0.28052,0.13098,-0.51305,0.7037,0.4892,1.2422,-0.093447,0.43041,0.17998,-1.074,-0.28369,0.27109,-0.38921,0.13966,0.056353,0.30691,1
0.18865,0.069636,-0.43235,-0.72767,0.82535,0.99809,0.42269,0.65785,0.29165,1.2303,0.84432,0.48708,-0.60608,0.4478,-0.05058,0.094685,-0.98003,1.2067,0.68235,0.61701,1
-1.5646,0.43086,2.766,-0.4216,-1.3458,0.83826,-2.795,1.8073,1.4548,0.59041,0.054569,-1.7535,-0.93873,-0.1244,-0.78013,-1.8991,-0.33424,0.25696,-0.78669,0.12704,0
0.25222,-0.093452,-0.47528,0.55497,0.64806,0.067417,-0.47121,0.38745,0.1368,-0.22478,-0.48977,-0.094368,0.28766,-0.22042,1.244,-0.80354,0.37107,0.020574,-0.022393,0.044202,1
0.22785,-0.8862,-0.81062,0.13267,0.98261,0.3803,0.4338,-0.11888,0.30393,0.4362,0.55676,-0.25729,0.70822,-0.17893,0.35495,0.63057,-0.93346,0.64638,-0.7272,-0.095835,1
-0.088241,-1.0871,0.34265,0.31315,-0.32108,-0.031279,0.06636,-0.1853,-1.3052,0.61275,0.05344,-0.3742,0.55331,-0.3863,-0.89348,-0.23162,0.21766,-0.23546,0.55736,-0.19884,1
0.62059,0.81491,0.19559,-0.35527,-0.16566,-0.18035,0.63931,0.39308,-0.19269,0.4341,-0.16156,0.056877,-0.072465,0.29883,0.29874,0.081245,0.99228,-0.050202,-0.73609,-0.068349,1
0.64906,0.14621,0.56954,0.54694,-0.55984,-0.48763,0.30073,1.2803,-0.065376,-0.45153,0.043217,0.46103,1.996,0.93676,1.5586,0.92963,0.38863,0.67314,-0.18756,0.84078,1
-0.13407,0.24901,-0.20769,0.19793,-0.28275,0.083027,0.8694,-0.52331,-0.88026,1.0255,-0.047411,0.74338,0.48311,-1.1536,0.61411,-0.33175,-0.47931,1.2502,0.54917,-0.34047,1
1.0813,-1.4934,0.49305,0.13571,-0.86788,1.5574,-0.074535,1.561,1.888,-3.2336,-0.02916,-2.2259,-1.3385,0.7826,-2.4231,-0.084959,0.76128,0.46303,0.36858,-0.43762,0
0.14307,-0.22662,-1.5196,0.79787,-0.1101,-1.0393,-0.92717,-0.34874,-1.9651,1.5575,-1.0689,-2.2112,-0.28425,0.52672,0.31843,-2.1838,-0.5749,0.1733,0.8053,-0.78304,0
-1.6474,-1.1074,1.5057,1.545,1.231,0.99548,-0.36346,-1.2891,-0.45079,-2.1143,0.75708,-0.41368,-0.90088,-0.91074,-1.7818,-1.1552,0.70258,-1.4577,1.8812,-0.59128,0
-0.45516,-0.036089,0.69505,0.52664,-0.20672,0.098512,0.10149,-0.66335,-1.6747,0.47383,-0.39864,0.48438,1.1903,-0.55357,0.06987,0.083983,-0.093893,-0.41679,-1.1221,0.81603,1
-0.1753,0.66976,0.33348,0.45569,0.52449,0.46599,0.56545,1.3794,-0.23361,0.054336,0.082353,-0.046296,0.29898,-0.0041189,-0.59774,0.33002,0.44335,0.67327,0.51744,0.47767,1
2.0449,0.81295,-1.18,-0.7892,-0.50275,-0.47364,0.29918,1.6851,0.82382,-0.85865,1.3115,-0.249,0.6516,0.44564,0.87139,0.58347,-0.19435,-2.303,0.074072,0.64641,0
-1.2296,0.74607,1.4348,-1.8541,-0.79446,2.7433,1.5417,-1.0049,-2.9027,-0.048411,-1.6376,1.3302,-1.5158,-0.92226,0.13324,1.6626,-2.337,1.8777,-0.65172,0.43753,0
1.7956,-1.8659,-2.194,-0.11534,-0.12682,-0.78247,-0.73438,1.888,-0.78565,2.4431,-0.45289,2.187,0.021006,0.34836,1.1314,0.047021,-1.5978,-0.05456,0.31249,0.10153,0
0.83321,-1.2739,1.7451,0.86142,0.55773,-0.27146,-0.54681,1.2596,0.24826,0.35871,-0.77526,1.6101,-0.37903,-1.1858,2.5752,-0.34475,0.79003,0.42853,-0.93254,-1.2437,0
0.16258,0.76274,0.088486,0.62409,-0.41776,-1.1775,0.5554,-0.083968,0.25005,-0.077478,0.49648,-0.25396,0.073748,0.54781,0.67854,0.26108,0.12845,0.4761,0.20886,1.105,1
-0.084011,0.57291,-0.63023,0.3922,-0.13578,0.054793,0.48991,-0.72951,0.58449,0.7162,-0.45615,-0.94347,-0.94881,-0.42709,-0.030017,0.59324,-0.024582,-0.58123,-0.40339,0.62808,1
1.428,-1.4484,-0.98682,2.0847,-0.7546,2.2628,0.66507,-0.90643,0.27683,0.19402,-1.3446,-1.7615,0.17279,0.39757,2.7069,0.59778,-1.03,-0.96629,-0.26643,0.32708,0
-0.3068,-1.4369,-0.85508,-0.51677,-0.51375,-0.077237,0.87635,1.5275,0.79246,-0.0025271,-0.46813,-0.14501,0.41923,0.34196,-1.0036,-0.996,-0.65293,0.43946,0.25677,-0.011342,1
