-0.92728,-0.2594,-0.2594,-0.74998,0
-0.92728,-0.77316,-0.77316,-1.3243,0
0.18446,-0.60191,-0.60191,-0.9551,0
-0.68022,-0.60191,-0.60191,0.72684,0
-0.68022,-0.77316,-0.77316,-1.2423,1
1.4197,-0.77316,-0.77316,-0.54487,0
0.55505,-0.2594,-0.2594,-0.50384,1
1.4197,-0.77316,-0.77316,-0.54487,0
-0.92728,-0.088145,-0.088145,-0.74998,0
0.55505,-0.088145,-0.088145,-0.83203,0
3.7668,-0.77316,-0.77316,0.23456,0
-0.30964,1.1106,1.1106,2.1216,0
-0.92728,2.4806,2.4806,0.43968,1
-0.68022,-0.77316,-0.77316,-1.2423,0
-0.68022,-0.088145,-0.088145,-0.74998,1
-0.92728,-0.60191,-0.60191,-0.9551,0
-0.68022,-0.77316,-0.77316,-1.2423,0
0.55505,-0.77316,-0.77316,-0.83203,0
0.18446,-0.088145,-0.088145,-0.66794,0
-0.92728,7.6182,7.6182,2.6139,1
1.6668,-0.60191,-0.60191,-0.25771,0
0.8021,-0.60191,-0.60191,-0.29873,0
0.8021,-0.60191,-0.60191,1.4652,0
-0.80375,-0.2594,-0.2594,-0.21669,1
0.55505,-0.2594,-0.2594,-0.33975,0
-0.92728,0.25436,0.25436,0.4807,1
-0.92728,-0.60191,-0.60191,-1.3243,0
1.4197,-0.77316,-0.77316,-0.54487,0
0.55505,-0.60191,-0.60191,0.029451,0
0.18446,0.59687,0.59687,-0.052595,0
1.6668,5.5632,5.5632,2.6139,0
-0.68022,-0.088145,-0.088145,-0.74998,1
-0.92728,1.2819,1.2819,-0.093617,1
0.8021,-0.43065,-0.43065,-0.54487,1
-0.92728,-0.77316,-0.77316,-1.3243,0
1.4197,-0.60191,-0.60191,-0.46282,0
0.18446,-0.2594,-0.2594,-0.74998,1
-1.0508,1.4531,1.4531,0.97297,0
-0.92728,-0.60191,-0.60191,-0.83203,0
1.4197,-0.43065,-0.43065,0.15252,0
0.55505,-0.088145,-0.088145,-0.33975,0
1.4197,-0.43065,-0.43065,1.2191,0
0.18446,-0.77316,-0.77316,-0.9551,0
-0.92728,-0.43065,-0.43065,-1.2423,1
0.55505,1.7956,1.7956,1.4652,0
0.8021,-0.2594,-0.2594,-0.25771,0
-0.92728,-0.77316,-0.77316,-1.3243,0
0.55505,-0.60191,-0.60191,0.029451,1
-0.92728,-0.77316,-0.77316,-1.3243,0
-0.92728,0.42562,0.42562,-0.25771,1
0.18446,-0.2594,-0.2594,1.6293,0
1.4197,-0.77316,-0.77316,-0.54487,0
-0.5567,0.25436,0.25436,-0.33975,1
1.6668,-0.43065,-0.43065,0.029451,0
-0.68022,-0.60191,-0.60191,-1.0371,0
-0.92728,-0.2594,-0.2594,0.029451,0
0.8021,1.7956,1.7956,1.7524,0
-0.92728,1.1106,1.1106,1.9575,0
-0.92728,-0.60191,-0.60191,-0.9551,0
1.4197,-0.77316,-0.77316,-0.54487,0
-0.92728,0.76812,0.76812,1.2191,0
0.8021,0.42562,0.42562,1.7114,0
-0.68022,0.083108,0.083108,-0.83203,0
0.18446,-0.43065,-0.43065,1.7114,0
-0.92728,-0.43065,-0.43065,-1.0371,1
0.55505,0.25436,0.25436,0.029451,0
-0.80375,0.083108,0.083108,-0.54487,0
0.8021,-0.77316,-0.77316,-0.74998,0
-0.18612,0.42562,0.42562,0.72684,1
-0.92728,-0.43065,-0.43065,0.72684,0
-0.92728,0.93937,0.93937,0.4807,1
-0.68022,1.7956,1.7956,1.4652,1
-0.5567,0.93937,0.93937,1.6704,0
-0.68022,0.76812,0.76812,-0.25771,1
-0.68022,-0.43065,-0.43065,-0.25771,0
-0.18612,0.59687,0.59687,0.97297,0
0.8021,0.25436,0.25436,0.19354,0
0.8021,0.76812,0.76812,2.2447,0
-0.68022,0.93937,0.93937,2.4908,0
-0.92728,-0.77316,-0.77316,-1.3243,1
1.4197,-0.60191,-0.60191,-0.052595,0
1.6668,-0.088145,-0.088145,0.97297,0
0.55505,-0.43065,-0.43065,0.029451,0
-0.68022,0.93937,0.93937,1.7934,0
-0.68022,-0.77316,-0.77316,-1.2423,0
-0.68022,-0.088145,-0.088145,-0.46282,1
1.6668,-0.77316,-0.77316,-0.46282,0
-0.92728,-0.77316,-0.77316,-1.3243,0
7.9667,-0.77316,-0.77316,1.6293,0
-0.92728,-0.2594,-0.2594,-0.83203,0
1.6668,-0.2594,-0.2594,0.76786,0
-0.68022,2.9944,2.9944,0.97297,0
0.8021,1.6244,1.6244,2.1626,0
-0.92728,0.59687,0.59687,-0.50384,1
0.18446,-0.43065,-0.43065,-0.83203,0
-0.92728,-0.2594,-0.2594,-0.74998,0
1.6668,1.6244,1.6244,0.93195,0
-0.92728,0.93937,0.93937,0.27559,1
-0.062589,-0.2594,-0.2594,1.2601,0
1.0492,0.42562,0.42562,2.4908,0
-0.68022,-0.60191,-0.60191,-1.2423,0
0.18446,-0.77316,-0.77316,-0.9551,0
0.18446,-0.77316,-0.77316,-0.9551,0
0.55505,-0.60191,-0.60191,-0.54487,1
0.30799,0.93937,0.93937,0.19354,0
0.55505,-0.43065,-0.43065,0.27559,0
0.8021,-0.43065,-0.43065,-0.54487,0
0.67857,1.7956,1.7956,1.9575,0
0.43152,-0.43065,-0.43065,-0.74998,0
0.55505,-0.60191,-0.60191,-0.74998,0
-0.92728,-0.77316,-0.77316,-1.3243,0
-0.68022,0.59687,0.59687,0.84991,0
-0.68022,0.25436,0.25436,-0.25771,0
-0.68022,0.083108,0.083108,0.029451,0
1.6668,0.083108,0.083108,0.43968,0
0.18446,0.42562,0.42562,1.5473,0
-0.92728,0.083108,0.083108,-0.25771,1
0.18446,-0.60191,-0.60191,-0.9551,0
-0.80375,0.76812,0.76812,-0.052595,1
0.18446,-0.43065,-0.43065,-0.33975,0
-0.92728,0.083108,0.083108,-0.791,1
-1.0508,1.2819,1.2819,0.52172,0
-0.062589,-0.77316,-0.77316,-1.0371,0
0.55505,-0.77316,-0.77316,-0.83203,0
-0.68022,-0.60191,-0.60191,-0.83203,0
1.6668,-0.43065,-0.43065,0.56275,0
-1.1743,-0.60191,-0.60191,-1.2423,0
0.55505,-0.77316,-0.77316,-0.83203,0
-0.68022,-0.77316,-0.77316,-1.2423,0
0.18446,-0.77316,-0.77316,-0.9551,0
-0.68022,-0.77316,-0.77316,-1.2423,0
0.18446,0.25436,0.25436,1.1371,1
0.8021,0.93937,0.93937,0.23456,0
-0.68022,-0.088145,-0.088145,0.97297,0
0.18446,-0.77316,-0.77316,-0.9551,0
1.6668,-0.77316,-0.77316,-0.46282,0
-0.92728,-0.43065,-0.43065,-0.4218,0
-0.68022,0.59687,0.59687,0.15252,1
-0.92728,0.93937,0.93937,-0.33975,0
-0.92728,1.1106,1.1106,2.6139,0
0.55505,-0.2594,-0.2594,-0.33975,0
0.8021,-0.2594,-0.2594,0.23456,0
-0.68022,-0.2594,-0.2594,0.27559,0
1.4197,1.2819,1.2819,0.93195,0
-0.68022,1.7956,1.7956,2.6139,1
0.8021,-0.60191,-0.60191,-0.33975,0
-0.68022,-0.60191,-0.60191,0.68581,1
0.55505,-0.2594,-0.2594,-0.17566,0
0.55505,-0.088145,-0.088145,1.6293,0
-0.92728,0.25436,0.25436,-0.093617,1
0.55505,0.25436,0.25436,0.43968,0
1.4197,-0.77316,-0.77316,-0.54487,0
-0.68022,0.93937,0.93937,-0.25771,0
-1.0508,0.76812,0.76812,0.35763,1
-0.43317,-0.43065,-0.43065,-0.33975,0
-0.68022,0.083108,0.083108,0.15252,1
1.6668,-0.2594,-0.2594,0.43968,0
-0.80375,1.4531,1.4531,0.029451,0
-0.062589,-0.77316,-0.77316,-1.0371,0
-0.92728,0.93937,0.93937,2.2037,0
-0.68022,0.083108,0.083108,-0.83203,0
-0.68022,0.93937,0.93937,1.096,0
0.18446,-0.088145,-0.088145,0.029451,0
-0.43317,1.9669,1.9669,1.4652,0
0.18446,-0.60191,-0.60191,-0.83203,0
0.8021,-0.77316,-0.77316,-0.74998,0
-0.68022,-0.77316,-0.77316,-1.2423,0
