-1.8882,0.9692,-2.1936,0.41047,1.1398,0.26244,-0.41247,0.56231,-0.19562,-0.38114,-0.75606,-1.3728,-1.0649,0.16296,1.021,-1.3468,-2.4286,-0.62766,-0.56912,-1.1866,1
-0.49465,-2.1716,-0.042423,1.3681,0.22175,0.59913,-0.88698,-1.9445,-1.2505,0.63336,0.082447,0.9488,-1.0697,-1.1555,0.39907,-0.90804,0.16643,0.42094,-0.73974,-0.30075,1
-0.31128,-0.40085,0.87508,1.0102,-0.1347,1.5509,0.30633,-0.051298,-1.3131,-0.42124,1.3909,0.67022,-0.43009,0.14052,2.026,-0.054401,0.028423,-0.34217,1.599,0.38749,0
0.048802,0.34475,2.1014,-0.88291,0.41995,-0.75631,-0.87174,0.4017,1.5633,-1.6479,-1.0022,0.18393,0.66896,0.88042,-1.0058,1.0206,0.019831,-0.22675,0.44777,0.98281,0
-0.92044,0.67579,-0.40176,-0.49053,-0.023423,0.4602,-0.52199,-1.9718,-1.0742,-0.56584,-1.3166,0.48568,-0.67616,-2.0627,0.34773,-1.9694,-0.87532,-0.65444,0.49538,-1.0008,1
-1.1422,0.30964,1.0553,-0.25177,-1.0283,0.072084,0.60925,0.60928,0.48849,-0.15185,-0.44625,-0.79188,1.3236,-0.43801,-1.8791,0.97086,0.09295,0.10596,0.65526,0.18014,0
0.33442,1.9286,-0.40296,-0.20097,0.16429,1.1648,0.59708,-1.1412,0.1884,0.70924,0.10937,-0.68006,0.55778,-0.33234,1.7797,0.27531,2.0967,0.95891,0.78588,0.51419,0
-0.41473,0.092777,0.40933,0.84159,-1.3075,1.3214,1.4722,-0.65733,1.2204,-0.061018,0.42126,0.9275,0.76837,0.95702,0.47659,-1.9257,0.37747,-0.06609,1.6194,-0.53401,0
-1.0525,0.47105,0.3634,-0.12549,0.26353,-0.22295,-1.3018,-1.6153,-0.40621,-0.42463,0.059153,-1.051,1.3296,-0.34024,-0.84335,-0.4512,-3.0577,-0.79049,0.37705,0.25182,1
2.1473,0.82725,1.1935,1.6213,-0.32223,-0.34837,-1.495,-0.013084,1.9868,0.84898,1.4475,-1.2215,0.82349,-0.99773,0.77045,0.26965,0.57508,1.9446,0.49125,0.067721,0
0.59834,1.1236,0.85023,0.79355,0.10254,-0.50311,0.19834,0.84987,2.4797,-0.50831,-1.9938,1.5392,-1.1767,1.0248,1.0348,0.47815,-1.7203,0.46111,0.12021,0.34703,0
1.2972,0.84597,0.78266,-0.02756,1.8824,1.232,-0.80191,0.52026,-1.047,-0.56419,-0.31102,0.35162,-1.3552,0.54568,-1.4843,-0.092858,0.65084,-0.51278,-0.80349,0.023687,1
0.18187,0.784,-0.27566,1.2854,1.815,0.72281,1.1103,0.92976,-1.9755,-1.3053,-0.56336,1.1977,0.26234,-0.21512,0.4671,-0.15152,0.58339,-0.26302,-0.14103,0.057193,0
0.66968,-0.22985,1.1357,0.76538,2.0979,1.1879,0.20412,0.25076,0.50831,0.23461,-0.24902,0.1856,-0.21896,2.1177,0.7392,-1.8839,-0.71108,0.63361,-0.64186,1.0861,0
-0.42405,1.0873,-0.42137,-0.59776,1.3425,-0.078267,0.54493,0.26289,0.22046,1.5924,0.88452,1.1618,2.2769,1.3998,-0.32109,-1.485,2.2866,0.80811,0.041048,-0.33709,0
-1.4857,-0.71597,-1.1824,0.27572,-0.88665,-1.7752,-0.78342,-1.5433,-0.55096,-0.022115,-0.62844,-0.73787,1.6849,-0.80928,-1.1231,0.92953,-1.1475,1.7856,-0.68415,-0.57896,1
0.56973,0.519,1.1912,-1.4002,-0.18669,-0.18002,0.42135,0.46773,0.72849,0.604,1.0808,0.33485,-0.52672,0.68034,1.5231,1.0384,0.68539,1.4412,1.4328,-0.48778,0
0.78595,0.71225,0.86523,0.36307,-3.115,-2.194,-0.51071,-1.7668,-1.2217,-1.3522,-0.59563,0.67865,0.14894,0.12144,0.18772,0.8529,-0.74581,0.26662,-0.93503,-0.88701,1
-2.6339,1.2574,2.2197,-0.11242,-0.32606,-2.4336,-1.4549,-0.33785,-0.29023,0.46858,-0.26932,0.096201,0.49256,0.42138,-0.30938,-0.80407,-0.25793,0.5095,-0.43254,-0.15821,1
-0.15385,-0.54832,-0.119,-0.072384,0.81654,0.22253,1.0239,-1.2117,-1.9398,-0.88486,0.23844,1.2524,-0.35598,0.59302,-0.48221,-1.2321,0.019648,-0.33412,-0.23579,-0.03298,1
0.23503,-0.11296,2.1761,0.62281,2.0533,0.76712,0.062848,0.32445,-0.73452,-0.86523,-0.97287,0.61223,-0.014301,-0.50062,0.9218,-0.12501,-1.9614,1.632,-0.51051,-0.98542,0
-0.45857,2.9356,0.20122,1.0743,0.91386,-0.11097,-1.7752,1.6149,-0.40392,-1.9847,0.22022,-0.037113,0.43966,0.17114,-0.12024,0.00055013,0.47253,1.5812,-0.78753,1.5118,0
