0.288569,0.909323,-0.495338,-0.0962143,0.17527,-1.02437,-0.830241,-1.45468,-1.69624,-0.4031,-0.145901,0.626201,2.00445,1.63135,-0.16406,1.93891,8
-1.12191,0.256443,-0.495338,0.871269,-0.254195,0.363642,-0.732457,0.013057,-1.25088,-0.694433,-0.657606,-1.30136,0.63276,-1.01737,1.28062,-0.630123,2
-1.12191,-1.64285,-0.342992,-0.758177,0.604735,0.911541,1.58175,1.80696,0.560268,1.49056,-0.307492,0.553462,-1.18142,-0.325093,-0.741931,-0.797669,1
-1.12191,0.909323,-1.25707,0.463908,-1.31354,0.107957,-1.0584,0.013057,0.857177,-0.00251719,1.0391,0.335247,0.854001,-0.385291,0.486044,-0.797669,4
-1.12191,-1.04932,0.342565,0.00562609,1.4064,1.27681,0.962454,1.15463,0.0852138,0.944315,-0.57681,0.153402,-0.960176,-0.475589,0.0044853,-0.797669,1
1.87911,0.909323,1.82794,0.820349,-0.0537776,0.327116,-1.12359,0.0782897,-1.69624,-0.658016,-0.657606,-1.30136,0.809753,-0.595985,-0.645619,-0.239182,6
-1.12191,0.909323,-1.40941,-0.554496,-0.71229,-1.09742,1.09283,-0.313106,1.27285,1.3449,0.311941,2.22644,0.455767,0.397285,0.461966,-0.797669,4
-1.12191,-2.71119,-1.4475,-1.0637,-1.14175,-2.19322,0.375754,-1.45468,1.27285,0.325232,0.74285,2.29918,-0.827431,1.93234,-1.12718,0.794017,0
-0.731777,0.256443,-1.06664,-1.67474,0.604735,-0.98784,0.147593,-1.45468,-1.57748,-0.6216,-1.65408,0.917154,-1.00442,1.75174,1.28062,1.99476,5
0.58867,0.909323,-0.68577,-0.554496,-1.4567,-1.24353,-0.862835,-1.45468,0.530577,-0.767266,1.0391,0.517093,0.898249,1.54105,-0.501151,1.5759,0
1.09884,0.137737,-0.342992,0.871269,-1.4567,0.144483,0.343159,0.632767,1.27285,1.63623,1.0391,0.0806634,1.29648,-1.07757,-0.693775,-0.769744,9
0.318579,0.671912,0.837689,-0.910937,1.06283,-1.38963,-0.993213,-1.45468,-1.07273,-0.0389338,0.473532,1.13537,2.00445,1.93234,-1.12718,1.5759,8
1.87911,0.909323,1.21855,0.820349,-0.42598,0.473222,-0.569485,0.306604,0.649341,0.470899,0.0695542,-0.828565,-1.57965,-1.07757,-1.12718,-0.74182,5
1.60902,-0.633848,0.532997,0.871269,-1.4567,0.801961,-0.928024,0.469686,0.708723,1.19923,1.0391,0.117033,1.07524,-0.957174,-0.621541,-0.797669,9
-1.12191,0.0190318,-0.0763864,0.871269,0.862414,0.838488,1.15802,0.176139,0.797796,-0.803683,-0.0920369,-1.30136,-0.0752113,-0.415391,1.28062,-0.127485,7
-0.0715535,-0.515143,0.647257,0.871269,1.4064,0.984594,0.538726,0.698,0.708723,0.143149,0.554327,-0.974042,-1.00442,-1.07757,-1.12718,-0.322955,3
0.378599,-0.0403209,0.990035,0.871269,0.690628,0.363642,-0.0153795,0.208755,1.27285,0.288816,0.958305,-0.828565,-0.252204,-1.07757,-1.12718,-0.602198,3
1.8491,-0.277732,0.875776,0.871269,-0.740921,0.400169,0.897265,0.763233,1.27285,1.01715,0.958305,-0.464874,-0.0309631,-1.07757,-1.12718,-0.35088,9
-0.401665,-1.10867,0.114046,0.871269,0.232532,-0.00162308,-0.569485,-0.541421,-1.69624,-1.20427,-1.22317,-0.901303,0.14603,-1.07757,1.28062,-0.769744,2
-1.12191,-0.693201,-0.80003,0.820349,0.604735,1.27681,0.603915,0.926315,-0.746132,0.507315,-1.51942,-0.646719,-0.384949,-1.07757,1.28062,-0.797669,2
-0.761788,-0.45579,-0.761943,-1.0637,0.776521,-0.914787,-0.0479739,-1.45468,-1.66655,-0.6216,-1.65408,1.02626,-1.40266,1.87214,1.28062,1.99476,5
-1.12191,-2.29573,0.342565,-0.961857,0.776521,0.801961,1.58175,1.80696,1.00563,1.49056,0.635123,0.480724,0.898249,-0.355192,1.01576,-0.797669,1
-0.821808,0.0783846,-0.228732,-0.860017,0.490211,-1.13395,-0.569485,-1.45468,-1.57748,-0.29385,-1.65408,1.20811,-0.915927,1.78184,1.28062,1.99476,5
1.06883,-1.34608,0.494911,0.871269,-1.4567,0.254063,0.995048,-0.182641,1.27285,-1.24068,-1.25011,-0.792196,-0.11946,0.638077,1.03984,1.82722,8
0.49864,0.909323,-0.228732,-0.401735,-1.28491,-0.805207,-1.6777,-1.0959,0.382123,-1.24068,1.0391,-0.283028,-0.473445,0.306987,-0.260372,-0.211258,6
-0.791798,0.909323,-1.52367,-0.707256,-1.02723,-0.805207,1.15802,0.0782897,1.27285,1.1264,0.338873,1.13537,0.721257,-0.0843007,0.461966,-0.797669,4
-0.0415433,0.434501,-1.25707,0.00562609,-1.4567,-1.02437,-0.830241,-1.45468,0.589959,-1.02218,1.0391,0.371617,1.29648,1.60125,-0.260372,1.99476,0
0.258558,0.909323,-1.14281,0.00562609,-0.483242,-0.0381496,1.58175,1.05678,0.411814,1.74548,-0.334424,0.66257,-1.44691,-0.264895,-1.12718,-0.797669,4
0.708711,-1.52414,0.685343,0.871269,-1.4567,0.692382,-0.243541,-0.084792,0.679032,-1.24068,-1.43863,-1.11952,-0.960176,0.246789,1.28062,1.15703,8
1.87911,-0.0403209,-0.342992,0.871269,-1.4567,0.838488,-1.41694,0.828466,-1.25088,0.689399,-1.25011,-0.028444,-2.42037,-0.565886,-1.12718,-0.797669,1
-0.161584,-1.52414,0.494911,0.871269,1.4064,1.09417,0.897265,0.0456733,-0.271077,-1.24068,0.850578,-0.61035,0.14603,0.577879,-1.12718,0.961563,8
0.0784974,0.84997,0.418738,-0.860017,0.805152,-1.42616,-0.406513,-1.45468,-1.69624,-0.257434,-1.43863,1.49906,-0.384949,1.93234,1.28062,1.82722,5
-1.12191,0.790618,-0.152559,0.871269,0.833783,0.728908,0.538726,-0.084792,-0.0335499,-1.24068,-0.980788,-0.464874,-0.207956,0.0360956,1.28062,0.0959092,7
